,__catalogCourseId,dateStart,pid,id,title,catalogActivationDate,name,description,id,linkedGroup
1078,GS107,2019-01-01,N1Spk-2s-,5b464f6bc6d1932e0048c12c,Technology Basics,2018-12-21,GS,General Studies,a9d411b5-1d98-4f8f-a945-132311469cf1,578be839aeb3767907f3b4fb
1079,GS108A,2021-01-01,Vyxr6J-3jb,5f7e7baff7d5140026550378,Student Instructor Training,1970-01-01,GS,General Studies,a9d411b5-1d98-4f8f-a945-132311469cf1,578be839aeb3767907f3b4fb
1080,GS108B,2016-01-01,VkWrT1W2s-,cf6cffab-e95f-4028-ba2f-55e292bf3a49,Tutor Training: Reading,2016-01-01,GS,General Studies,a9d411b5-1d98-4f8f-a945-132311469cf1,578be839aeb3767907f3b4fb
1081,GS108C,2016-01-01,4yGSpJbhs-,65f9fb03-1050-4194-8209-300c239f139c,Tutor Training: Writing,2016-01-01,GS,General Studies,a9d411b5-1d98-4f8f-a945-132311469cf1,578be839aeb3767907f3b4fb
1082,GS108D,2017-01-01,EyUayW3o-,d7673216-1f01-4d09-8c9d-7e9f5c658b84,Tutor Training: Math,2017-01-01,GS,General Studies,a9d411b5-1d98-4f8f-a945-132311469cf1,578be839aeb3767907f3b4fb
1083,GS108E,2016-01-01,NJl861-3i-,1af36389-8131-48a5-8850-45e2c4bab017,Tutor Training: Study Skills,2016-01-01,GS,General Studies,a9d411b5-1d98-4f8f-a945-132311469cf1,578be839aeb3767907f3b4fb
1084,GS109A,2021-01-01,NyZI6kW2oW,5f7e7cd2f7d5140026550386,Instructor Mentor Training,1970-01-01,GS,General Studies,a9d411b5-1d98-4f8f-a945-132311469cf1,578be839aeb3767907f3b4fb
1085,GS111,2016-01-01,V1waJWhjb,eedc2067-0635-48d2-8e3a-8a5c59c5b303,Realize Vision,2016-01-01,GS,General Studies,a9d411b5-1d98-4f8f-a945-132311469cf1,578be839aeb3767907f3b4fb
1086,GS120,2016-01-01,EkgD6JW3sW,49de3256-7264-4524-b1af-18b85ff4be44,Pathway Life Skills,2016-01-01,GS,General Studies,a9d411b5-1d98-4f8f-a945-132311469cf1,578be839aeb3767907f3b4fb
1087,GS120L,2016-01-01,V1WwTk-3jW,c3a20a58-da2c-4136-be2d-629d1cf264d9,Pathway English & Life Skills,2016-01-01,GS,General Studies,a9d411b5-1d98-4f8f-a945-132311469cf1,578be839aeb3767907f3b4fb
1088,GS170,2021-01-01,SknA2XpFE,6000b6d3a1131b002781a1a0,Career Development,2021-01-06,GS,General Studies,a9d411b5-1d98-4f8f-a945-132311469cf1,578be839aeb3767907f3b4fb
1089,GS294,2022-01-01,VJ_py-hiW,60aec3e8bc7b5ba4d1224441,Decision Making and Leadership,2021-12-01,GS,General Studies,a9d411b5-1d98-4f8f-a945-132311469cf1,578be839aeb3767907f3b4fb
1090,GS497,2021-01-01,ryNnPXtSU,5e6ba7ac4271f12500fa5d2a,Professional Projects,2020-12-01,GS,General Studies,a9d411b5-1d98-4f8f-a945-132311469cf1,578be839aeb3767907f3b4fb
1091,HCA280,2022-01-01,NyzZkg-nob,6052463d636fc80027d5df12,Medical Terminology,2021-12-01,HCA,Healthcare,6054dab2575f2300269b3b40,5a84c030fdede20001111cc3
1092,HCA285,2022-01-01,41z1eW3j-,606e266ce712fb0f3ed64aa3, Introduction to Healthcare Administration,2021-12-01,HCA,Healthcare,6054dab2575f2300269b3b40,5a84c030fdede20001111cc3
1093,HCA290,2022-01-01,EkZYxlbhi-,606f2464c86d4b251d90ff2f,Healthcare Law and Ethics,2021-12-01,HCA,Healthcare,6054dab2575f2300269b3b40,5a84c030fdede20001111cc3
1094,HCA340,2022-01-01,EJ-HylWnoZ,606f24fe402a720fe6e74345,Managing Healthcare Provider Organizations,2021-12-01,HCA,Healthcare,6054dab2575f2300269b3b40,5a84c030fdede20001111cc3
1095,HCA360,2022-01-01,4JxdJeW3oZ,61f181d00ddf1e0beeb4e763,Healthcare Systems,2021-12-01,HCA,Healthcare,6054dab2575f2300269b3b40,5a84c030fdede20001111cc3
1096,HCA380,2022-01-01,EkIJeZhsW,61f180cc1568c981abb1a288,Healthcare Strategy,2021-12-01,HCA,Healthcare,6054dab2575f2300269b3b40,5a84c030fdede20001111cc3
1097,HCA395,2022-01-01,EJlK1e-ni-,6081c84368bcbe6cdfafbecf,Healthcare Insurance Industry,2021-12-01,HCA,Healthcare,6054dab2575f2300269b3b40,5a84c030fdede20001111cc3
1098,HCA445,2022-01-01,4JfQygW2j-,606f25cad40d406c184aed31,Healthcare Finance,2021-12-01,HCA,Healthcare,6054dab2575f2300269b3b40,5a84c030fdede20001111cc3
1099,HCA455,2022-01-01,S1t7sIp7O,604fdb21436999002721e8be,Healthcare Operations,2021-12-01,HCA,Healthcare,6054dab2575f2300269b3b40,5a84c030fdede20001111cc3
1100,HCA490,2022-01-01,HkaqXW6XO,604f83941c3d1b0026019f06,Healthcare Administration Capstone Course ,2021-12-01,HCA,Healthcare,6054dab2575f2300269b3b40,5a84c030fdede20001111cc3
1101,HCA498R,2022-01-01,SJMIfi3S_,606f2249537e6c6062bb1cbc,Internship,2021-12-01,HCA,Healthcare,6054dab2575f2300269b3b40,5a84c030fdede20001111cc3
1102,HEB101,2016-01-01,EyxOTyZ3ib,80a88132-9039-4895-8ceb-c8bd5576c2e8,Biblical Hebrew I,2016-01-01,HEB,Hebrew,2b5cf97f-434e-4366-98d5-383b510fb91b,578be8e7f764effe0672e83b
1103,HEB102,2016-01-01,4JbuT1Wno-,86396c8c-7212-45cb-9c7b-db04fa46f190,Biblical Hebrew II,2016-01-01,HEB,Hebrew,2b5cf97f-434e-4366-98d5-383b510fb91b,578be8e7f764effe0672e83b
1104,HIST104,2019-01-01,BJBabYi3z,5ade01bc352cfb2e00a679cd,History Skills and Careers,2018-12-21,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1105,HIST115,2016-01-01,4y-YT1Z3ob,f85680d2-328c-4558-80d5-b4b94da90012,History and Civics for Elementary Education,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1106,HIST120,2019-01-01,SJdrB6XaW,59e6453f6ab7b20100b7db9a,U.S. History to 1877,2018-12-21,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1107,HIST121,2019-01-01,BJvihlBaW,59e77c9e02a34e01004db6bc,U.S. History Since 1877,2018-12-21,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1108,HIST201,2021-01-01,S1EzxTZVI,5e54400ce962fc280037cff5,World History to 1500,2020-12-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1109,HIST202,2021-01-01,ryzs76bV8,5e544399fd87072500530e50,Modern World History,2020-12-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1110,HIST206,2022-01-01,Eyzta1W3ob,603d335d7da59c00277180e3,Introduction to Secondary Methods,2021-12-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1111,HIST247,2022-01-01,BkNye3I4I,6092e68f02b3622cc3ce390b,Middle School Practicum,2021-12-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1112,HIST290R,2016-01-01,4k-j6kbns-,91dc34c6-5366-47a9-8b0b-362ab1707f1c,Independent Study,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1113,HIST300,2019-01-01,E12TkbhsW,5ae747a02e2e102e00b1a53b,Writing and Research in History,2018-12-21,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1114,HIST304,2016-01-01,Vkg2aJWniZ,6714fe32-a9c1-4bba-9c7f-f7f293cd1528,Ancient Greece and Rome,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1115,HIST306,2016-01-01,NkWhTJWnsW,e2e173c8-7f4f-4008-83d9-b73b72c0dc3e,Medieval History,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1116,HIST308,2016-01-01,41f361W2jZ,d64d3e19-2596-4538-8106-4bb8246b83b8,Renaissance and Reformation,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1117,HIST310,2016-01-01,4k6Ty-2o-,c4dbb530-7d94-4b8c-92c8-c9cfcf19da35,Modern European History,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1118,HIST311,2016-01-01,4klp6JW3jW,a1e4bd0f-eaaa-48d5-a647-8af2491090ac,The Trojan War,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1119,HIST312,2016-01-01,E1bapyb2s-,d21e5320-6410-4a42-9006-830863c08647,The Golden Age of Athens,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1120,HIST313,2016-01-01,V1MTTyWhjW,9fd463c8-49cc-4220-9332-6631c0a439d3,Roman Imperialism,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1121,HIST314,2016-01-01,Vk0pyb2o-,237eabaa-2d11-4e66-8dde-ad3345b5e930,Augustus and the Principate,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1122,HIST315,2016-01-01,Eye0pk-2ib,15d40c2a-79ad-46b4-ba08-196b39a4d9cc,Anglo-Saxon England,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1123,HIST316,2016-01-01,4y-ATy-2sZ,593c7f35-0692-4afd-ae20-85ba23d88864,The Crusades,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1124,HIST317,2016-01-01,VykCJZ3iW,92655033-256f-4393-a224-73825af70641,The Byzantine Empire,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1125,HIST318,2016-01-01,Nkl1Ak-niZ,5fb6b27a-bca0-45e1-9e12-e8f5788e4d0e,The Medieval Papacy,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1126,HIST319,2016-01-01,EyZJ0JZ2jW,5cfeb4e2-bad5-4c1b-9205-e83413b1a0fc,The Hundred Years War,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1127,HIST320,2022-01-01,BJA6v6I4L,619277570fd317197784dc62,The Holocaust,2021-12-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1128,HIST325,2016-01-01,VyxRJWhjZ,cb7421df-feda-4289-a5ed-749443785456,Middle East: Muhammad to 1800,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1129,HIST326,2016-01-01,Eklg0JbnoW,dcd3395f-3ab4-4aab-b392-28ab140f9071,Modern Middle East,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1130,HIST327,2016-01-01,41ZgA1Znjb,0f33fa43-ea89-4981-8282-e85cfbc5eb78,The Islamic World,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1131,HIST330,2016-01-01,VkbRJZ3ib,7728b010-f6da-468b-8255-3f3ff89d6e20,The Far East,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1132,HIST331,2016-01-01,N1e-Ay-2jW,02b334b2-f85e-49f6-a40c-3ae7c94315c3,South Asia,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1133,HIST335,2016-01-01,Ekb-RJ-noZ,8b8f20b3-93ab-4a5a-8b16-6b8a89b716f2,Africa since 1400,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1134,HIST341,2022-01-01,Hkw5mzhzO,603e938eb5db1900278fa032,Colonial Latin American History,2021-12-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1135,HIST342,2022-01-01,HJLtpMhzd,603e9d7ea1931a002763f35a,Modern Latin American History,2021-12-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1136,HIST363,2016-01-01,NJxzC1-2jZ,c3a49da9-d399-4af1-9068-bce7ef2da62b,The American West,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1137,HIST370,2016-01-01,EkWGRkZniZ,b688099d-f934-4dc5-bd06-a9f29f748228,Early American History to 1800,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1138,HIST372,2022-01-01,E1GMRkb3sW,6037d81740086d00264fd85e,Civil War and Reconstruction,2021-12-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1139,HIST376,2016-01-01,VJXR1-2sW,511640f0-52ee-476c-8b7c-2f7e4d43e71f,U.S. Industrial Age 1870-1945,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1140,HIST378,2016-01-01,VylmR1-niW,6b802c2e-7329-4095-91aa-38f458277ad8,United States History Since 1945,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1141,HIST380,2022-01-01,NJZmAJbnib,6037dc58b88ce000275da22e,U.S. Constitutional History and Law,2021-12-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1142,HIST381,2016-01-01,EJzQRy-njW,c9821133-1330-4158-909b-7a5f247208d1,The History of Film in America,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1143,HIST382,2016-01-01,4kERyW2oZ,a1864ff5-7b22-460f-84a7-8c5fb8c3995c,U.S. Women's History,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1144,HIST388,2016-01-01,Ekl4AJ-3oW,8f526559-5a17-4717-b8f7-e956bd1afce1,History of American Immigration,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1145,HIST390R,2020-01-01,H1OszX3V8,5e5ea2a09efb9c2500c45526,Special Topics in History,2019-12-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1146,HIST392,2021-01-01,N1rRkWniW,5eec0b57c41e2b0027417c42,History of Peace,2020-12-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1147,HIST393,2016-01-01,EyUAkb2jb,c2e2d6e7-ee59-4901-884e-5964069748fb,Environmental History of Protected Landscapes,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1148,HIST394,2016-01-01,4yxL0ybnob,1433f20c-b9f8-4f05-ab25-dbd5a0096dbf,Public History,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1149,HIST395,2021-01-01,N1-LRJbnib,5eec0ba0754cb70026ba7663,History of Religions,2020-12-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1150,HIST406,2022-01-01,4JwCyW3oZ,603d3568ba6a140026769499,Secondary Methods,2021-12-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1151,HIST490,2016-01-01,NJlDCyZ3iW,abee9c59-5e9d-4224-b0fd-dd512bbd0dfe,Senior Thesis,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1152,HIST498R,2016-01-01,4JbP0y-hoW,d7766aff-b6e1-4cae-a13a-db208fa49ece,History Internship,2016-01-01,HIST,History,f0176009-b848-4201-9319-f2686d989cbb,578be8d2f764effe0672e839
1153,HORT224,2022-01-01,V1bFR1bniW,601d6b404c587b0026cc8e69,Introductory Plant Identification,2021-12-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1154,HORT230,2022-01-01,NJw0J-3iW,5ffdc6a47ed7f70027b6a765,Introduction to Landscape Architecture and Design,2021-12-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1155,HORT235,2021-01-01,EyoAyW2jZ,5e70e952bc6b772500cbf6b1,Floral Design,2020-12-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1156,HORT287R,2020-01-01,Eyu0Jb3jZ,5c8aa5be55b0d02500149979,Flower Center,2019-12-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1157,HORT297R,2016-01-01,V1ed0kW2jZ,0d8a9c33-63ed-4bce-92ea-d41fcc3f1209,Practicum in Horticulture,2016-01-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1158,HORT311,2016-01-01,E1WdC1-2jZ,0a8df78a-7d29-4483-926f-041ed244c047,Introduction to Arboriculture,2016-01-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1159,HORT319,2016-01-01,EJzO0JW3i-,621399ac-f564-49ed-ad6f-9aa3c7ec01c9,Landscape Management,2016-01-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1160,HORT320,2019-01-01,4yFCyWhoZ,5aac355d84f9382e00d22488,Plant Propagation,2018-12-21,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1161,HORT322,2016-01-01,N1eK0JWnjW,17ad4cf4-d334-449f-b69c-01723c6094b9,Woody Plant Identification,2016-01-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1162,HORT325,2016-01-01,Ny5R1-3jW,22efe448-e5da-44f8-83b3-f4b5b3679aa5,Interiorscaping,2016-01-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1163,HORT328,2022-01-01,BktRdbNEI,605d012890462d0026e1e0e1,Wedding and Event Planning,2021-12-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1164,HORT331,2019-01-01,BkXzOnYYG,5aac380b003a6b2e00810853,Landscape Water Conservation & Irrigation,2018-12-21,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1165,HORT334,2016-01-01,4y-5AyW2jZ,f3b3590a-6116-4040-aab5-b97dac7e4c8e,Greenhouse Operations,2016-01-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1166,HORT336,2022-01-01,41lsCJ-noW,601d76cbbd61940027c733f0,Floral Cultural Design Influence,2021-12-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1167,HORT338R,2022-01-01,4J-iRJZhsW,601d783e9638ff0027f7c1f9,Advanced Wedding and Event Planning,2021-12-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1168,HORT350R,2022-01-01,EJehRybnsW,5ffdc7f9fc9baa00278eff0d,Landscape Competition,2021-12-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1169,HORT351,2020-01-01,VJb3RJW3j-,5c535a9514677824002d1c62,Horticulture Business and Bidding,2019-12-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1170,HORT375,2016-01-01,EypRJWnib,d6004f82-ebed-4dcb-b436-8ec9722b755c,Floriculture Applications,2016-01-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1171,HORT430,2021-01-01,NkbaCyW3jW,5e5e8d6f7d02a0250036629d,Advanced Landscape Design,2020-12-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1172,HORT435,2020-01-01,V1MT01b2jW,5c8aa11a6ba8df240008ed98,Advanced Floral Design,2019-12-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1173,HORT436,2020-01-01,VJA0y-hoW,5c8aa4c255b0d02500149962,Contemporary Floral Design,2019-12-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1174,HORT438R,2020-01-01,VJeA0kbniW,5c8aa215a7393b2400356509,Bridal Couture Floral Design,2019-12-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1175,HORT453,2017-01-01,4JWC0yW2sb,3859d9d4-e8cd-4ec2-b5c1-0ec8c8438257,Land Construction Material,2017-01-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1176,HORT455,2016-01-01,EkfAC1W2jZ,8ef4ff41-8487-4814-b440-1fd69af86e06,Nursery Management,2016-01-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1177,HORT460,2016-01-01,Vkyyxb2i-,20c17eae-7189-407a-a183-01d94bc23707,Cut Flower Crops,2016-01-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1178,HORT461,2016-01-01,V1xJyeW3jW,986f4522-7d85-419e-9109-04083ec86ba9,Potted Plants,2016-01-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1179,HORT470,2016-01-01,NJ-11eWnob,082ff6a4-c7bf-4ff7-a024-1886f34a7a76,Edible Landscaping,2016-01-01,HORT,Horticulture,808e32b0-ede4-4c6b-bfa2-0d04ad89b523,578be523f764effe0672e7ff
1180,HRHP359,2016-01-01,4k-gkeZ3oW,099c5b01-f731-4cce-a338-692f316741a7,Introduction to Kinesiology and Biomechanics,2016-01-01,HRHP,Human Performance and Recreation,2af145ad-3956-409b-b629-d532747b8941,578be4fbf764effe0672e7fe
1181,HRHP369,2016-01-01,4JflJl-3ob,420e642b-9f05-4a0d-b759-18fad11b68d7,Applied Kinesiology and Assessment,2016-01-01,HRHP,Human Performance and Recreation,2af145ad-3956-409b-b629-d532747b8941,578be4fbf764effe0672e7fe
1182,HRHP415,2022-01-01,EJb1xZnoZ,613a35b00842317f2a93dc82,Biomechanics of Sport & Exercise,2021-12-01,HRHP,Human Performance and Recreation,2af145ad-3956-409b-b629-d532747b8941,578be4fbf764effe0672e7fe
1183,HTMBC110,2020-01-01,Sy0RAIrEM,5c7427ea143ebc24002d77a2,Introduction to Hospitality and Tourism Management,2019-12-01,HTMBC,Hospitality and Tourism Management,5aaa9d6284f9382e00d2161d,578be6f8aeb3767907f3b4ea
1184,HTMBC130,2020-01-01,H1ChAmrNf,5c7d69851ecf912400b09adf,Teams and Hospitality,2019-12-01,HTMBC,Hospitality and Tourism Management,5aaa9d6284f9382e00d2161d,578be6f8aeb3767907f3b4ea
1185,HTMBC150,2020-01-01,HkU2gDS4G,5c7d68aa1ecf912400b09ac9,Accommodations Operations,2019-12-01,HTMBC,Hospitality and Tourism Management,5aaa9d6284f9382e00d2161d,578be6f8aeb3767907f3b4ea
1186,HTMBC220,2020-01-01,HyBPQDSVf,5c7d69497bd2a7240067a8a9,Food and Beverage,2019-12-01,HTMBC,Hospitality and Tourism Management,5aaa9d6284f9382e00d2161d,578be6f8aeb3767907f3b4ea
1187,HTMBC240,2020-01-01,HkOwIwSEf,5c7d68357bd2a7240067a893,Hospitality and Tourism Financial Management,2019-12-01,HTMBC,Hospitality and Tourism Management,5aaa9d6284f9382e00d2161d,578be6f8aeb3767907f3b4ea
1188,HUM105,2021-01-01,Vkl21gWnjZ,5ff8d6bcfb277900267e840a,Designing Your Life in the Humanities I,1970-01-01,HUM,Humanities ,f6ca6562-b853-4b2a-a25d-1a4c7e2603ad,578be8e7f764effe0672e83b
1189,HUM110,2020-01-01,Ey7UnenoW,5c5354e008a1e52400dd83e1,Introduction to the Humanities,2019-12-01,HUM,Humanities ,f6ca6562-b853-4b2a-a25d-1a4c7e2603ad,578be8e7f764effe0672e83b
1190,HUM201,2021-01-01,Vy-h1l-njb,5e5d9c73ae552825004c180a,Western Humanities I: Searching for Meaning in the Ancient & Medieval World,2020-12-01,HUM,Humanities ,f6ca6562-b853-4b2a-a25d-1a4c7e2603ad,578be8e7f764effe0672e83b
1191,HUM202,2021-01-01,41znklZ2jb,5e5d9e8a7d02a02500365f01,Western Humanities II: Searching for Meaning in the Modern World,2020-12-01,HUM,Humanities ,f6ca6562-b853-4b2a-a25d-1a4c7e2603ad,578be8e7f764effe0672e83b
1192,HUM214,2020-01-01,VkeQUnl2oW,5c53819a8962ce2400d650d2,Modern Arts and Propaganda,2019-12-01,HUM,Humanities ,f6ca6562-b853-4b2a-a25d-1a4c7e2603ad,578be8e7f764effe0672e83b
1193,HUM305,2022-01-01,E161eZnoZ,6184454c03a39049123d7bd6,Writing and Analysis in Humanities,2021-12-01,HUM,Humanities ,f6ca6562-b853-4b2a-a25d-1a4c7e2603ad,578be8e7f764effe0672e83b
1194,HUM310,2019-01-01,EJlakgZ3ib,5aa83920bc10652e00c3fa5c,Critical Theory and Interpretation,2018-12-21,HUM,Humanities ,f6ca6562-b853-4b2a-a25d-1a4c7e2603ad,578be8e7f764effe0672e83b
1195,HUM312R,2019-01-01,VyGpygbhjZ,5aa83b5abc10652e00c3fa78,Readings in the Humanities 2,2018-12-21,HUM,Humanities ,f6ca6562-b853-4b2a-a25d-1a4c7e2603ad,578be8e7f764effe0672e83b
1196,HUM316,2016-01-01,VJ0yeW2iW,37ce5bbf-f95e-4409-bd7e-92274a9bcfd5,American Humanities,2016-01-01,HUM,Humanities ,f6ca6562-b853-4b2a-a25d-1a4c7e2603ad,578be8e7f764effe0672e83b
1197,HUM340R,2021-01-01,HyNRFWvV8,5e5989cc6737b12500c233d0,Non-Western Humanities,2020-12-01,HUM,Humanities ,f6ca6562-b853-4b2a-a25d-1a4c7e2603ad,578be8e7f764effe0672e83b
1198,HUM350R,2022-01-01,E1WRyxZ3sZ,5f99f2726cc2840026b17d3f,Junior Seminar in the Humanities,2021-12-01,HUM,Humanities ,f6ca6562-b853-4b2a-a25d-1a4c7e2603ad,578be8e7f764effe0672e83b
1199,HUM376,2016-01-01,EyJee-2s-,0af420df-2a4a-4b4a-b6d9-142b7089e8e2,The Classical Heritage,2016-01-01,HUM,Humanities ,f6ca6562-b853-4b2a-a25d-1a4c7e2603ad,578be8e7f764effe0672e83b
1200,HUM385,2016-01-01,41xkle-2i-,86b3b638-2d00-4dbb-a446-c4fdc5d16708,Travel Studies,2016-01-01,HUM,Humanities ,f6ca6562-b853-4b2a-a25d-1a4c7e2603ad,578be8e7f764effe0672e83b
1201,HUM398R,2016-01-01,NyZ1geZ3sb,26e2e530-a2df-4799-88c0-67488ee48cb5,Internship,2016-01-01,HUM,Humanities ,f6ca6562-b853-4b2a-a25d-1a4c7e2603ad,578be8e7f764effe0672e83b
