,__catalogCourseId,dateStart,pid,id,title,catalogActivationDate,name,description,id,linkedGroup
486,CIT495,2016-01-01,EkzCog3sW,2199bb8f-5f95-47ab-8c50-466f28a36a86,Senior Practicum,2016-01-01,CIT,Computer Information Technology,b9f65861-62f4-473d-a87b-a30b29149a9c,578be72cf764effe0672e827
487,CIT498,2016-01-01,NJlMAog3sW,e514ab40-d785-4f00-87ca-35400db3b7e7,Internship,2016-01-01,CIT,Computer Information Technology,b9f65861-62f4-473d-a87b-a30b29149a9c,578be72cf764effe0672e827
488,CIT499R,2016-01-01,E1-fAoxniW,b40d7079-0296-49ef-b503-b68098331999,Special Topics,2016-01-01,CIT,Computer Information Technology,b9f65861-62f4-473d-a87b-a30b29149a9c,578be72cf764effe0672e827
489,CITBC102,2017-01-01,SyHJi7_FM,5aaaaadc096b872e005f2a20,Hardware Technician,2018-06-27,CITBC,Computer Information Technology,5b02d2105e1ed62e0045dbb5,578be72cf764effe0672e827
490,CITBC125,2017-01-01,B12MbVdKz,5aaab114003a6b2e008100e8,Windows Client,2018-06-27,CITBC,Computer Information Technology,5b02d2105e1ed62e0045dbb5,578be72cf764effe0672e827
491,CITBC150,2017-01-01,SyNwXNuYG,5aaab35b9f482c2e00f4296d,Introduction to Networking,2018-06-27,CITBC,Computer Information Technology,5b02d2105e1ed62e0045dbb5,578be72cf764effe0672e827
492,COMM100,2016-01-01,V1zf0ilhsb,9f78bd9b-0d84-4698-a893-2c78d3aee330,Introduction to Communication,2016-01-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
493,COMM102,2016-01-01,E1mAjxnjW,b2c17c0b-0c11-4bf7-8d8b-1a7a522b65e7,Public Speaking,2016-01-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
494,COMM111,2020-01-01,41E0ig2j-,5c67103815dcd9240050bb79,Writing for Communication Career,2019-12-15,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
495,COMM130,2021-01-01,4JHRie3sb,5e42d52d2593a9250013ee91,Visual Media,2020-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
496,COMM140,2016-01-01,NylSCsghs-,0482a22d-d7b7-4205-9d2a-0df97e2dc2e1,Mass Media and Society,2016-01-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
497,COMM150,2016-01-01,Nk-rRsx3oW,bd28174a-b6d5-4087-984f-145f601e4ecb,Interpersonal Theory and Practice,2016-01-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
498,COMM175,2019-01-01,VJLRoe3jZ,5a57bfc795225b2e00b3a5c1,Communication Essentials,2018-12-21,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
499,COMM235,2016-01-01,Nyw0jg2oZ,e9db97b3-6fa2-48fb-b2a7-d54dff486b0e,PR Principles and Practices,2016-01-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
500,COMM240,2022-01-01,VkeDCsg3oZ,6053cc96bf4bbc0026b9a7a3,Newsgathering Principles and Practices,2021-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
501,COMM250,2019-01-01,41bwRolhiZ,5ab12e318c13e52e008bf40c,Organizational Principles,2018-12-21,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
502,COMM260,2017-01-01,VJuCigniZ,d2deba95-b004-48d9-91b8-e5e6ca38e43b,Video Principles and Practices,2017-01-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
503,COMM265,2021-01-01,4JeOCjehi-,5da8d49025c430240046b826,Video and Film Production Essentials,2020-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
504,COMM273,2020-01-01,NJZ_Aoxnob,5c9d012a970c462400963ed6,Professional Presentations,2019-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
505,COMM280,2016-01-01,NyFCsghoZ,1cfa2306-fdc5-44b0-be49-061e40314097,Communication Research Fundamentals,2016-01-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
506,COMM289,2019-01-01,NylF0jehsW,5c0ede1ef74ce4250050054c,Communication Career Workshop,1970-01-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
507,COMM297R,2019-01-01,VkcRjx3o-,5aab44c8003a6b2e00810432,Communication Practicum I,2018-12-21,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
508,COMM300,2022-01-01,4y9Ase3oW,603d73c819609600279fc7e0,Digital Imaging,2021-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
509,COMM305,2016-01-01,4klq0jgniZ,07121950-c666-4e89-8848-8b38f4b7c32a,Vector Graphics,2016-01-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
510,COMM307,2016-01-01,N1Z5Rjlhi-,534964ed-c654-4528-ad87-bc83eb110214,Ethics and Legal Issues,2016-01-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
511,COMM310,2019-01-01,EkiAoe3i-,5aab42a7096b872e005f3046,Creating Online Media,2018-12-21,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
512,COMM315,2022-01-01,V1iRjgnsW,604ab928e7be660026fa181d,Design for Social Media,2021-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
513,COMM316,2022-01-01,4klo0ilni-,60a58848691f83f77a789a83,Professional Imaging,2021-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
514,COMM320,2016-01-01,EJhRjehob,cf8fec48-bb38-4736-9361-33992ee20701,Digital Media Content Creation,2016-01-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
515,COMM322,2022-01-01,EkaRixhsZ,603d6e07c0052400271539b7,Digital Media Analytics and Strategy,2021-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
516,COMM335,2016-01-01,4kR0ix2iZ,af93d5c8-eda7-489e-9a33-c160087f54b6,Public Relations Writing and Production,2016-01-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
517,COMM339,2016-01-01,V1y1hghjZ,2bdafc09-7f29-48d8-9362-fa965cd4d0ea,Events Management,2016-01-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
518,COMM340,2022-01-01,Ekxyk2xnoZ,604ab50dc11e1a00264c1a04,Advanced Media Writing,2021-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
519,COMM342,2016-01-01,4klyhe2sb,59b07419-3937-4b8e-b693-54567dccc9c4,Editing Essentials,2016-01-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
520,COMM350,2019-01-01,N1lgkng3s-,5ab12f08bca0ef2e00d21d21,Group Dynamics,2018-12-21,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
521,COMM352,2021-01-01,EkbJ3gns-,5eec0a91754cb70026ba7657,Persuasion,2020-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
522,COMM360,2019-01-01,VJeZy2e3j-,5a6a548c92de392e00d2b235,Video Journalism,2018-12-21,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
523,COMM362,2016-01-01,Vk-W1hxhiZ,fef56603-780d-48f5-9164-6e8653bf68cd,Broadcast Performance,2016-01-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
524,COMM365,2022-01-01,EkzJ3e2s-,603d7bcdc160990027c63793,Short Film Production,2021-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
525,COMM375,2016-01-01,EklG1hlnsb,cb201024-c63a-486f-bfbb-934397448fdc,Media Business Ownership,2016-01-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
526,COMM397A,2020-01-01,Hke-2lsHE,5c6d7bf7c93e3b2400cb8432,Scroll Practicum,2019-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
527,COMM397B,2020-01-01,BkFn2ZsBE,5c6d8cb0bd26ba240073f879,Scroll Digital Practicum,2019-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
528,COMM397C,2020-01-01,BkKSJfsBV,5c6d8f41bd26ba240073f8c9,Soapbox Practicum,2019-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
529,COMM397D,2022-01-01,rkA2eMiBE,603d71d101ff4a002691b360,Social Media Practicum,2021-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
530,COMM397E,2020-01-01,Bk84NfsBV,5c6d942ed6685924001f2e0c,Community Outreach Practicum,2019-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
531,COMM397F,2020-01-01,B17iqfsHE,5c6d9a9bd6685924001f2e9e,Radio Station Practicum,2019-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
532,COMM397G,2020-01-01,ByozpMjB4,5c6d9d12dfa397240007b438,Audio/Visual Production Practicum,2019-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
533,COMM397H,2021-01-01,HyLrPq64U,5e60173d0c5f4b2500e54487,Visual Emphasis Practicum,2020-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
534,COMM397R,2016-01-01,EJlmJhxno-,f096b3d5-a09e-4e52-8b30-9b555ce3afbb,Communication Practicum II,2016-01-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
535,COMM420,2022-01-01,Sk9Ap4muM,603d6ffe19609600279fc7c2,Digital and Social Media Campaigns,2021-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
536,COMM435,2020-01-01,N1EJngnsb,5e70f8ae5504eb250023e39e,Public Relation Campaigns,2020-03-16,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
537,COMM440,2022-01-01,NylVynxnob,603d803f930e2100271c979e,News in the 21st Century,2021-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
538,COMM450,2021-01-01,41XynlnoW,5e42d73a4d0a662600db7018,Conflict Management and Negotiation,2020-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
539,COMM462,2022-01-01,N1SJ3ensb,60a58517691f8330b9789a1e,Advanced Visual Media,2021-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
540,COMM465,2022-01-01,NJxSkhg3oZ,603d7c836d2b380026c078a2,Documentary Filmmaking,2021-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
541,COMM470,2021-01-01,VJHyne3iW,5f05fa9db7b5590026a1f540,Strategic Communication and Social Change,2020-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
542,COMM490,2016-01-01,Vk8khghjb,3d5149a9-64da-432e-9eeb-06285c114318,Directed Studies and Projects,2016-01-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
543,COMM497A,2020-01-01,HyAq17jB4,60e606b7b11f663b47cfe8bf,WordPress Practicum,1970-01-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
544,COMM497B,2020-01-01,Hyr3l7sSN,5c6da0add6685924001f2f18,Motion Graphic Software Practicum,2019-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
545,COMM497C,2020-01-01,Bk3PzmsHN,5c6da263d6685924001f2f62,Screenwriting Practicum,2019-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
546,COMM497D,2020-01-01,BkdwmQsHE,5c6da35fd6685924001f2f7b,Photojournalism Practicum,2019-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
547,COMM497E,2020-01-01,rkyBNXiSV,5c6da436d6685924001f2f9d,Color and Sound for Video Practicum I,2019-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
548,COMM497F,2020-01-01,BkNZ0rsB4,5c6dcdfcc93e3b2400cb8b69,Color and Sound for Video Practicum II,2019-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
549,COMM497G,2020-01-01,HyzeWLiSV,5c6dd0eac93e3b2400cb8c17,Media Composer Fundamentals Practicum I,2019-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
550,COMM497H,2020-01-01,rJMjEUsSV,5c6dd49ad946872400014527,Media Composer Fundamentals Practicum II,2019-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
551,COMM497I,2020-01-01,SyqxULjBN,5c6dd5f1c93e3b2400cb8cd6,Video Editing,2019-12-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
552,COMM497R,2016-01-01,4JPkhe2i-,68e6ad4d-0ece-49ae-89e4-9cfc572258a0,Special Topics Practicum,2016-01-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
553,COMM498R,2016-01-01,NyUyhl3iZ,4c20db1a-7304-4176-8178-bfcb80618c7b,Communication Internship,2016-01-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
554,COMM499,2016-01-01,NylPknlhiZ,5510a646-0c58-49f1-bae6-e3022402320d,Communication Senior Project,2016-01-01,COMM,Communications,20a87ed4-68a2-4ec4-94df-1cc01d419580,578be712aeb3767907f3b4ec
555,CONST100,2016-01-01,V1DJnlnjb,33f23eb7-e7fd-4a9e-8038-a9abf565b030,Basic Woodworking,2016-01-01,CONST,Construction,612eb639-33bb-4f53-843d-db9f39d1f7be,578be928f764effe0672e83f
556,CONST120,2022-01-01,VJgv13l2sZ,603fdcf0964dca0026bc2c10,Framing Systems,2021-12-01,CONST,Construction,612eb639-33bb-4f53-843d-db9f39d1f7be,578be928f764effe0672e83f
557,CONST200,2017-01-01,VyxOJ3e3j-,42b8092a-0012-47d9-b4ce-c8a017b16141,Furniture Making,2017-01-01,CONST,Construction,612eb639-33bb-4f53-843d-db9f39d1f7be,578be928f764effe0672e83f
558,CONST210,2021-01-01,V1ZO1ngnob,5e53f5a3ff4a3825003e9f7d,Finishing Systems,2020-12-01,CONST,Construction,612eb639-33bb-4f53-843d-db9f39d1f7be,578be928f764effe0672e83f
559,CONST221,2022-01-01,V1Wj1hx2o-,603fddaf933b310026b33db4,Construction Safety,2021-12-01,CONST,Construction,612eb639-33bb-4f53-843d-db9f39d1f7be,578be928f764effe0672e83f
560,CONST235,2022-01-01,NyGuyngnj-,603fe5988aac4600273abbbb,Building Systems,2021-12-01,CONST,Construction,612eb639-33bb-4f53-843d-db9f39d1f7be,578be928f764effe0672e83f
561,CONST260,2017-01-01,Nkt13g3iZ,5f1beb2f-96c1-46a0-a30b-3ae11e58e986,Statics and Strength of Materials,2017-01-01,CONST,Construction,612eb639-33bb-4f53-843d-db9f39d1f7be,578be928f764effe0672e83f
562,CONST285,2021-01-01,EJjy2l3o-,6035885200416c0026033aee,Construction Estimating,2020-12-01,CONST,Construction,612eb639-33bb-4f53-843d-db9f39d1f7be,578be928f764effe0672e83f
563,CONST290R,2019-01-01,4Jqyhx2s-,5dcdcefb1a4f022400bffc34,Special Problems,2019-11-14,CONST,Construction,612eb639-33bb-4f53-843d-db9f39d1f7be,578be928f764effe0672e83f
564,CONST291,2021-01-01,B1CFZrDOL,5e99c1853ac3e52500857530,Field Scheduling,2020-12-01,CONST,Construction,612eb639-33bb-4f53-843d-db9f39d1f7be,578be928f764effe0672e83f
565,CONST298,2017-01-01,EJiy3x3i-,9e32dde9-a04f-4255-9b10-082c692bb75d,Beginning Internship,2017-01-01,CONST,Construction,612eb639-33bb-4f53-843d-db9f39d1f7be,578be928f764effe0672e83f
566,CONST300,2017-01-01,Eygiyhxno-,3d2adb10-df5f-4647-a0bf-7c8fdf1030a5,Cabinetmaking,2017-01-01,CONST,Construction,612eb639-33bb-4f53-843d-db9f39d1f7be,578be928f764effe0672e83f
567,CONST311,2021-01-01,NJ013xniZ,604944e3e975940027eec8a8,Construction BIM,2020-12-01,CONST,Construction,612eb639-33bb-4f53-843d-db9f39d1f7be,578be928f764effe0672e83f
568,CONST335,2021-01-01,HyLIyDnar,5deedf4d3cd7cd25008094fa,Design of Construction Systems,2020-12-01,CONST,Construction,612eb639-33bb-4f53-843d-db9f39d1f7be,578be928f764effe0672e83f
569,CONST340,2016-01-01,NJny3lns-,f73b57a4-0e98-4c5e-9e31-3e85f82a4ff3,Land Surveying,2016-01-01,CONST,Construction,612eb639-33bb-4f53-843d-db9f39d1f7be,578be928f764effe0672e83f
570,CONST350,2021-01-01,Ek3J2xhoZ,5e53f8618f0c5e2500348f8f,Soils,2020-12-01,CONST,Construction,612eb639-33bb-4f53-843d-db9f39d1f7be,578be928f764effe0672e83f
571,CONST355,2021-01-01,Sk1n3LhpH,5deedca7235df9250066b0fd,Construction Materials,2020-12-01,CONST,Construction,612eb639-33bb-4f53-843d-db9f39d1f7be,578be928f764effe0672e83f
572,CONST380,2021-01-01,Ekpyhx2o-,6035878503ea490027e19e02,Project Management,2020-12-01,CONST,Construction,612eb639-33bb-4f53-843d-db9f39d1f7be,578be928f764effe0672e83f
573,CONST391,2021-01-01,N1WpJhxhi-,5e9f19ee78d627250016de53,Construction Scheduling,2020-12-01,CONST,Construction,612eb639-33bb-4f53-843d-db9f39d1f7be,578be928f764effe0672e83f
574,CONST400,2021-01-01,4JgpJng2jZ,5e53f7a8ff4a3825003e9fe4,Advanced Estimating and Bidding,2020-12-01,CONST,Construction,612eb639-33bb-4f53-843d-db9f39d1f7be,578be928f764effe0672e83f
575,CONST430,2017-01-01,VyfTkng3iW,dbc363f7-aed6-4cbd-9201-4628e01faa5b,Construction Law,2017-01-01,CONST,Construction,612eb639-33bb-4f53-843d-db9f39d1f7be,578be928f764effe0672e83f
576,CONST498,2020-01-01,VJgCJ3lhj-,5c8a66da55b0d02500149404,Construction Internship,2019-12-01,CONST,Construction,612eb639-33bb-4f53-843d-db9f39d1f7be,578be928f764effe0672e83f
577,CONST499,2022-01-01,41-0yhxho-,614a127485ae956aeeac4681,Capstone: Construction Principles,2021-12-01,CONST,Construction,612eb639-33bb-4f53-843d-db9f39d1f7be,578be928f764effe0672e83f
578,CS101,2016-01-01,41fA1hl2sW,f0573f8b-6b97-4dab-8a03-8c4a38d14b9e,Introduction to Programming,2016-01-01,CS,Computer Science,3af46517-2d11-43e0-b068-6e73a303c27c,578be963aeb3767907f3b50a
579,CS124,2016-01-01,EJkl2x2s-,ebe0a802-5bbc-4521-bb11-23b4d904fc92,Introduction to Software Development,2016-01-01,CS,Computer Science,3af46517-2d11-43e0-b068-6e73a303c27c,578be963aeb3767907f3b50a
580,CS165,2016-01-01,Ekg1l3ehjW,c1950872-9d46-4d08-b24f-efa448ec0579,Object-Oriented Software Development,2016-01-01,CS,Computer Science,3af46517-2d11-43e0-b068-6e73a303c27c,578be963aeb3767907f3b50a
581,CS213,2017-01-01,Ek-kx3lno-,b8efe66f-b53d-4b5f-93cc-d9853300dc13,Web Engineering I,2017-01-01,CS,Computer Science,3af46517-2d11-43e0-b068-6e73a303c27c,578be963aeb3767907f3b50a
582,CS225,2017-01-01,Sk7VPWpyl,6c0b4338-8c97-4e83-a746-7ba2b83c682e,Database Design & Development,2017-01-01,CS,Computer Science,3af46517-2d11-43e0-b068-6e73a303c27c,578be963aeb3767907f3b50a
583,CS235,2016-01-01,Nkexhxhjb,f29ef720-c331-48ff-9758-bff0198a0322,Data Structures,2016-01-01,CS,Computer Science,3af46517-2d11-43e0-b068-6e73a303c27c,578be963aeb3767907f3b50a
584,CS241,2022-01-01,4yzgxnx3ob,615b83d51a4ce8325b3593cb,Survey Object-Oriented Programming/Data Structures,2021-12-01,CS,Computer Science,3af46517-2d11-43e0-b068-6e73a303c27c,578be963aeb3767907f3b50a
585,CS246,2019-01-01,Ey-x2xho-,5b1adca2dba3e82e009a88ee,Software Design and Development,2018-12-21,CS,Computer Science,3af46517-2d11-43e0-b068-6e73a303c27c,578be963aeb3767907f3b50a
586,CS308,2016-01-01,VyzWxhghoW,01393644-b7dc-4634-94e1-a5fbe2f961b5,Technical Communication,2016-01-01,CS,Computer Science,3af46517-2d11-43e0-b068-6e73a303c27c,578be963aeb3767907f3b50a
587,CS345,2016-01-01,N1Qe2x2oW,c6f043d7-772f-47b7-b5b7-856df80d80a0,Operating Systems,2016-01-01,CS,Computer Science,3af46517-2d11-43e0-b068-6e73a303c27c,578be963aeb3767907f3b50a
588,CS364,2019-01-01,NJxmlne2iZ,5af5a9d04558132e00a7a48b,Software Engineering I,2018-12-21,CS,Computer Science,3af46517-2d11-43e0-b068-6e73a303c27c,578be963aeb3767907f3b50a
589,CS416,2016-01-01,VylVxhe2sZ,ccf7a40a-c58b-419c-98a5-f09a4a4769f6,Software Engineering II,2016-01-01,CS,Computer Science,3af46517-2d11-43e0-b068-6e73a303c27c,578be963aeb3767907f3b50a
590,CS432,2016-01-01,E14g2x3iW,e32c84cd-b248-4ede-9ba0-f47bbd651c92,Software Engineering III,2016-01-01,CS,Computer Science,3af46517-2d11-43e0-b068-6e73a303c27c,578be963aeb3767907f3b50a
591,CSE100,2020-01-01,rJuLFSw3X,5bd9c94f89d33a2e00f4730f,Introduction to Computing,2019-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
592,CSE110,2020-01-01,rkrSeUvn7,5bd9d03c89d33a2e00f47336,Programming Building Blocks,2019-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
593,CSE111,2022-01-01,H1EmfUvn7,61eb18599ef18d6e77118759,Programming with Functions,2021-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
594,CSE120A,2020-01-01,H1DlTxA2X,5be07cee9517bd2e00636e43,R Language,2019-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
595,CSE120B,2020-01-01,H1slReR2X,5be07df24190502e00616daa,Python Language,2019-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
596,CSE120C,2020-01-01,Byg00l037,5be07ec89517bd2e00636e64,Visual Basic for Applications Language,2019-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
597,CSE121A,2021-01-01,ByTBhI1Tm,5e4c1fc57df41825002fe7c2,Clojure Language,2020-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
598,CSE121B,2022-01-01,HJQ8ALkam,6181aef18150942cfe7ebbb7,JavaScript Language,2021-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
599,CSE121C,2021-01-01,By88EplNN,60cb899ac3abaa1f116f710f,C Language,2020-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
600,CSE121E,2021-01-01,ryFG2Pw-8,5e29ec118eb96b25002ea1a4,Erlang Language,2020-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
601,CSE130,2021-01-01,rknt4Iw2Q,603593d5db264700272b1419,Algorithm Design,2020-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
602,CSE131,2021-01-01,H1jWw8v3m,6035952200416c0026033b2b,Modularization Design,2020-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
603,CSE170,2022-01-01,B1LrHYPhX,615b835fbe9b2bae1ba6ad24,Introduction to Technical Teamwork,2021-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
604,CSE180,2020-01-01,B1CPi-dPE,5c8a8b66a7393b240035634c,Algorithmic Thinking,2019-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
605,CSE210,2022-01-01,HyO0xBP3X,62043404fafc1e8bb2232a39,Programming with Classes,2021-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
606,CSE212,2021-01-01,BJIrEvD2m,603592ce26e7060027b8b90e,Programming with Data Structures,2020-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
607,CSE220C,2021-01-01,SJVQDe0nQ,60359c91db388c0026ae7586,C++ Language,2020-12-02,CSE,Computer Science,5c06aab9645dff2400fc6032,
608,CSE222A,2021-01-01,ByyMYxA3m,6035a3067574a500264300fe,Swift Language,2020-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
609,CSE222B,2021-01-01,BJsJ9xAn7,6035ab60b1cc8e00267b8a4f,Kotlin Language,2020-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
610,CSE230,2022-01-01,H1dmvoPnm,603e851d042ba600275b18c3,Encapsulation Design,2021-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
611,CSE231,2022-01-01,rJPlJUPh7,61e9d7eb0fda5e5206f4392f,Inheritance Design,2021-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
612,CSE232,2021-01-01,SyXq5VT_H,6035975bdb264700272b19ee,Designing Data Structures,2020-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
613,CSE251,2022-01-01,Bk6CiKP37,61f0565767be1d69f893a51c,Parallelism and Concurrency,2021-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
614,CSE270,2022-01-01,H1j0KJ02X,62043336223852c6e8da810c,Software Testing,2021-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
615,CSE272,2022-01-01,rkNI_jDhm,6022d4bc867ebf0028efdd6c,Software Lifecycle Models,2021-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
616,CSE280,2022-01-01,Nkxlxhghs-,6022fc24a9fff3002765d2c0,Discrete Mathematics ,2021-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
617,CSE290R,2020-01-01,NJlZgnghob,5c0eb223b6cfbc2400ee3802,Special Topics,2019-12-01,CSE,Computer Science,5c06aab9645dff2400fc6032,
