,Country,Name,POS,AGE,HT,WT,Country_logo,BMI
362,Japan,Ayase Ueda,Forward,24,180.34,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,23.3
363,Mexico,Rodolfo Cota,Goalkeeper,35,187.96,84.8,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,24.0
364,Mexico,Guillermo Ochoa,Goalkeeper,37,182.88,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,22.6
365,Mexico,Alfredo Talavera,Goalkeeper,40,187.96,81.6,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,23.1
366,Mexico,Edson Alvarez,Defender,25,177.8,71.7,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,22.7
367,Mexico,Kevin Alvarez,Defender,23,175.26,62.6,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,20.4
368,Mexico,Nestor Araujo,Defender,31,185.42000000000002,86.6,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,25.2
369,Mexico,Gerardo Arteaga,Defender,24,172.72,60.8,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,20.4
370,Mexico,Jesus Gallardo,Defender,28,172.72,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,24.3
371,Mexico,Cesar Montes,Defender,25,190.5,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,19.2
372,Mexico,Hector Moreno,Defender,34,180.34,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,24.5
373,Mexico,Jorge Sanchez,Defender,24,167.64000000000001,70.7,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,25.2
374,Mexico,Johan Vasquez,Defender,24,180.34,71.7,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,22.0
375,Mexico,Luis Chavez,Midfielder,26,177.8,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,23.0
376,Mexico,Andres Guardado,Midfielder,36,165.1,59.9,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,22.0
377,Mexico,Erick Gutierrez,Midfielder,27,175.26,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,22.7
378,Mexico,Hector Herrera,Midfielder,32,177.8,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,25.2
379,Mexico,Carlos Rodriguez,Midfielder,25,167.64000000000001,65.8,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,23.4
380,Mexico,Luis Romo,Midfielder,27,182.88,83.9,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,25.1
381,Mexico,Roberto Alvarado,Forward,24,175.26,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,22.7
382,Mexico,Uriel Antuna,Forward,25,165.1,60.8,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,22.3
383,Mexico,Rogelio Funes Mori,Forward,31,185.42000000000002,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,22.6
384,Mexico,Raul Jimenez,Forward,31,187.96,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,21.4
385,Mexico,Hirving Lozano,Forward,27,175.26,65.8,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,21.4
386,Mexico,Henry Martin,Forward,30,177.8,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,23.0
387,Mexico,Orbelin Pineda,Forward,26,167.64000000000001,62.6,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,22.3
388,Mexico,Alexis Vega,Forward,25,172.72,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/484.vresize.350.350.medium.0.png,25.7
389,Morocco,Bono,Goalkeeper,31,187.96,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,22.0
390,Morocco,Munir,Goalkeeper,33,187.96,88.0,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,24.9
391,Morocco,Ahmed Reda Tagnaouti,Goalkeeper,26,185.42000000000002,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,20.3
392,Morocco,Nayef Aguerd,Defender,26,187.96,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,21.4
393,Morocco,Yahya Attiat-Allah,Defender,27,175.26,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,22.7
394,Morocco,Badr Benoun,Defender,29,187.96,78.9,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,22.3
395,Morocco,Achraf Dari,Defender,23,187.96,81.6,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,23.1
396,Morocco,Jawad El Yamiq,Defender,30,190.5,82.5,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,22.7
397,Morocco,Achraf Hakimi,Defender,24,180.34,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,22.3
398,Morocco,Noussair Mazraoui,Defender,25,182.88,64.9,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,19.4
399,Morocco,Romain Saiss,Defender,32,187.96,83.9,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,23.7
400,Morocco,Zakaria Aboukhlal,Midfielder,22,177.8,73.9,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,23.4
401,Morocco,Selim Amallah,Midfielder,26,185.42000000000002,73.9,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,21.5
402,Morocco,Sofyan Amrabat,Midfielder,26,182.88,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,20.9
403,Morocco,Sofiane Boufal,Midfielder,29,167.64000000000001,59.9,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,21.3
404,Morocco,Ilias Chair,Midfielder,25,162.56,54.9,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,20.8
405,Morocco,Bilal El Khannouss,Midfielder,18,177.8,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,22.1
406,Morocco,Yahya Jabrane,Midfielder,31,182.88,82.5,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,24.7
407,Morocco,Azzedine Ounahi,Midfielder,22,180.34,61.7,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,19.0
408,Morocco,Hakim Ziyech,Midfielder,29,180.34,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,21.5
409,Morocco,Walid Cheddira,Forward,24,185.42000000000002,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,23.2
410,Morocco,Youssef En-Nesyri,Forward,25,187.96,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,20.5
411,Morocco,Abdessamad Ezzalzouli,Forward,20,175.26,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,23.6
412,Morocco,Abderazak Hamdallah,Forward,31,177.8,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,25.2
413,Morocco,Abdelhamid Sabiri,Forward,26,185.42000000000002,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/504.vresize.350.350.medium.0.png,23.2
415,Netherlands,Justin Bijlow,Goalkeeper,24,187.96,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,20.5
416,Netherlands,Andries Noppert,Goalkeeper,28,200.66,86.6,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,21.5
417,Netherlands,Remko Pasveer,Goalkeeper,39,187.96,86.6,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,24.5
418,Netherlands,Nathan Ake,Defender,27,177.8,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,23.7
419,Netherlands,Daley Blind,Defender,32,177.8,71.7,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,22.7
420,Netherlands,Matthijs De Ligt,Defender,23,185.42000000000002,88.9,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,25.9
421,Netherlands,Stefan De Vrij,Defender,30,187.96,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,22.0
422,Netherlands,Denzel Dumfries,Defender,26,182.88,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,23.9
423,Netherlands,Jeremie Frimpong,Defender,21,170.18,63.9,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,22.1
424,Netherlands,Tyrell Malacia,Defender,23,167.64000000000001,66.7,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,23.7
425,Netherlands,Jurrien Timber,Defender,21,177.8,78.9,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,25.0
426,Netherlands,Virgil Van Dijk,Defender,31,193.04,91.6,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,24.6
427,Netherlands,Steven Berghuis,Midfielder,30,180.34,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,23.0
428,Netherlands,Frenkie De Jong,Midfielder,25,180.34,73.9,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,22.7
429,Netherlands,Marten De Roon,Midfielder,31,185.42000000000002,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,22.0
430,Netherlands,Davy Klaassen,Midfielder,29,177.8,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,24.5
431,Netherlands,Teun Koopmeiners,Midfielder,24,182.88,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,22.9
432,Netherlands,Xavi Simons,Midfielder,19,177.8,57.6,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,18.2
433,Netherlands,Kenneth Taylor,Midfielder,20,180.34,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,23.0
434,Netherlands,Steven Bergwijn,Forward,25,172.72,73.9,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,24.8
435,Netherlands,Luuk De Jong,Forward,32,187.96,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,22.6
436,Netherlands,Memphis Depay,Forward,28,177.8,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,24.5
437,Netherlands,Cody Gakpo,Forward,23,190.5,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,20.9
438,Netherlands,Vincent Janssen,Forward,28,182.88,78.9,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,23.6
439,Netherlands,Noa Lang,Forward,23,175.26,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,22.7
440,Netherlands,Wout Weghorst,Forward,30,195.58,81.6,https://b.fssta.com/uploads/application/countries/flag-logos/528.vresize.350.350.medium.0.png,21.3
441,Poland,Kamil Grabara,Goalkeeper,23,193.04,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,20.1
442,Poland,Lukasz Skorupski,Goalkeeper,31,185.42000000000002,83.9,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,24.4
443,Poland,Wojciech Szczesny,Goalkeeper,32,193.04,83.9,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,22.5
444,Poland,Jan Bednarek,Defender,26,187.96,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,21.7
445,Poland,Bartosz Bereszynski,Defender,30,180.34,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,23.9
446,Poland,Matty Cash,Defender,25,182.88,63.9,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,19.1
447,Poland,Kamil Glik,Defender,34,187.96,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,22.6
448,Poland,Robert Gumny,Defender,24,180.34,70.7,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,21.7
449,Poland,Artur Jedrzejczyk,Defender,35,187.96,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,22.0
450,Poland,Jakub Kiwior,Defender,22,187.96,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,21.2
451,Poland,Mateusz Wieteska,Defender,25,185.42000000000002,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,22.3
452,Poland,Krystian Bielik,Midfielder,24,187.96,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,22.0
453,Poland,Przemyslaw Frankowski,Midfielder,27,172.72,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,23.4
454,Poland,Kamil Grosicki,Midfielder,34,177.8,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,24.5
455,Poland,Jakub Kaminski,Midfielder,20,177.8,63.9,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,20.2
456,Poland,Grzegorz Krychowiak,Midfielder,32,185.42000000000002,82.5,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,24.0
457,Poland,Michal Skoras,Midfielder,22,170.18,63.9,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,22.1
458,Poland,Damian Szymanski,Midfielder,27,182.88,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,20.9
459,Poland,Sebastian Szymanski,Midfielder,23,172.72,59.9,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,20.1
460,Poland,Nicola Zalewski,Midfielder,20,172.72,68.9,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,23.1
461,Poland,Piotr Zielinski,Midfielder,28,175.26,63.9,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,20.8
462,Poland,Szymon Zurkowski,Midfielder,25,182.88,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,22.9
463,Poland,Robert Lewandowski,Forward,34,182.88,80.7,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,24.1
464,Poland,Arkadiusz Milik,Forward,28,185.42000000000002,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,23.2
465,Poland,Krzysztof Piatek,Forward,27,182.88,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,22.9
466,Poland,Karol Swiderski,Forward,25,182.88,73.9,https://b.fssta.com/uploads/application/countries/flag-logos/616.vresize.350.350.medium.0.png,22.1
467,Portugal,Diogo Costa,Goalkeeper,23,190.5,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,22.0
468,Portugal,Rui Patricio,Goalkeeper,34,187.96,83.9,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,23.7
469,Portugal,Jose Sa,Goalkeeper,29,190.5,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,21.4
470,Portugal,Joao Cancelo,Defender,28,180.34,73.9,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,22.7
471,Portugal,Diogo Dalot,Defender,23,182.88,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,22.4
472,Portugal,Ruben Dias,Defender,25,185.42000000000002,82.5,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,24.0
473,Portugal,Raphael Guerreiro,Defender,28,167.64000000000001,70.7,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,25.2
474,Portugal,Nuno Mendes,Defender,20,175.26,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,22.7
475,Portugal,Pepe,Defender,39,187.96,80.7,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,22.8
476,Portugal,Danilo Pereira,Defender,31,187.96,82.5,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,23.4
477,Portugal,Antonio Silva,Defender,19,185.42000000000002,78.9,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,22.9
478,Portugal,William Carvalho,Midfielder,30,187.96,78.9,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,22.3
479,Portugal,Bruno Fernandes,Midfielder,28,182.88,63.9,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,19.1
480,Portugal,Joao Mario,Midfielder,29,177.8,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,23.0
481,Portugal,Ruben Neves,Midfielder,25,177.8,71.7,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,22.7
482,Portugal,Matheus Nunes,Midfielder,24,180.34,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,23.0
483,Portugal,Otavio,Midfielder,27,170.18,55.8,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,19.3
484,Portugal,Joao Palhinha,Midfielder,27,187.96,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,21.7
485,Portugal,Vitinha,Midfielder,22,170.18,64.9,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,22.4
486,Portugal,Joao Felix,Forward,23,177.8,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,22.1
487,Portugal,Ricardo Horta,Forward,28,172.72,60.8,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,20.4
488,Portugal,Rafael Leao,Forward,23,187.96,80.7,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,22.8
489,Portugal,Goncalo Ramos,Forward,21,182.88,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,22.9
490,Portugal,Cristiano Ronaldo,Forward,37,182.88,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,23.9
491,Portugal,Andre Silva,Forward,27,182.88,83.9,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,25.1
492,Portugal,Bernardo Silva,Forward,28,172.72,63.9,https://b.fssta.com/uploads/application/countries/flag-logos/620.vresize.350.350.medium.0.png,21.4
493,Qatar,Saad Abdullah Al Sheeb,Goalkeeper,32,187.96,82.5,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,23.4
494,Qatar,Meshaal Aissa Barsham,Goalkeeper,24,177.8,65.8,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,20.8
495,Qatar,Yousof Hassan Mohamed Ali,Goalkeeper,26,185.42000000000002,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,22.6
496,Qatar,Homam Ahmed,Defender,23,185.42000000000002,70.7,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,20.6
497,Qatar,Mohammed Waad Abdulwahab Jadoua Al Bayati,Defender,23,182.88,67.6,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,20.2
498,Qatar,Bassam Hisham Al Rawi,Defender,24,172.72,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,25.7
499,Qatar,Pedro Miguel Carvalho Deus Correia,Defender,32,177.8,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,24.5
500,Qatar,Musaab Khidir,Defender,29,175.26,59.9,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,19.5
501,Qatar,Boualem Khoukhi,Defender,32,182.88,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,23.2
502,Qatar,Ismail Mohamad,Defender,32,170.18,71.7,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,24.8
503,Qatar,Tarek Salman,Defender,24,177.8,68.9,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,21.8
504,Qatar,Salem Al Hajri,Midfielder,26,182.88,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,20.9
505,Qatar,Hasan Al Heidos,Midfielder,31,172.72,57.6,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,19.3
506,Qatar,Naif Al-Hadhrami,Midfielder,21,177.8,73.9,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,23.4
507,Qatar,Karim Boudiaf,Midfielder,32,187.96,86.6,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,24.5
508,Qatar,Jassem Gaber,Midfielder,20,180.34,64.9,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,20.0
509,Qatar,Abdelkarim Hassan,Midfielder,29,182.88,81.6,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,24.4
510,Qatar,Abdelaziz Hatem,Midfielder,32,180.34,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,23.3
511,Qatar,Assim Madibo,Midfielder,26,167.64000000000001,62.6,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,22.3
512,Qatar,Mostafa Taerk Mashaal,Midfielder,21,172.72,66.7,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,22.4
513,Qatar,Ali Assadalla Thaimn Qambar,Midfielder,29,172.72,60.8,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,20.4
514,Qatar,Almoez Ali Zainalabedeen Abdulla,Forward,26,177.8,67.6,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,21.4
515,Qatar,Akram Afif,Forward,26,175.26,67.6,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,22.0
516,Qatar,Ahmed Alaaeldin,Forward,29,175.26,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,23.6
517,Qatar,Khalid Muneer,Forward,24,172.72,55.8,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,18.7
518,Qatar,Mohammed Muntari,Forward,28,190.5,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/634.vresize.350.350.medium.0.png,21.1
519,Saudi arabia,Mohammed Khalil Al Owais,Goalkeeper,31,182.88,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,20.9
520,Saudi arabia,Nawaf Al-Aqidi,Goalkeeper,22,185.42000000000002,84.8,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,24.7
521,Saudi arabia,Mohammed Alyami,Goalkeeper,25,187.96,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,22.0
522,Saudi arabia,Saud Abdulhamid,Defender,23,170.18,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,24.1
523,Saudi arabia,Abdulelah Al Amri,Defender,25,182.88,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,21.7
524,Saudi arabia,Ali Al Bulayhi,Defender,33,180.34,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,24.5
525,Saudi arabia,Yasir Al Shahrani,Defender,30,170.18,63.9,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,22.1
526,Saudi arabia,Hassan Al Tambakti,Defender,23,180.34,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,22.3
527,Saudi arabia,Mohammed Alburayk,Defender,30,172.72,61.7,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,20.7
528,Saudi arabia,Sultan Alganham,Defender,28,172.72,61.7,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,20.7
529,Saudi arabia,Abdullah Madu,Defender,29,185.42000000000002,85.7,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,24.9
530,Saudi arabia,Nawaf Shaker Al Abed,Midfielder,32,167.64000000000001,59.0,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,21.0
531,Saudi arabia,Salman Al Faraj,Midfielder,33,177.8,63.9,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,20.2
532,Saudi arabia,Abdulelah Al Malki,Midfielder,28,175.26,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,22.7
533,Saudi arabia,Nasser Al-Dawsari,Midfielder,23,177.8,64.9,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,20.5
534,Saudi arabia,Ali Al-Hassan,Midfielder,25,180.34,66.7,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,20.5
535,Saudi arabia,Sami Al-Najei,Midfielder,25,175.26,68.9,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,22.4
536,Saudi arabia,Mohamed Kanno,Midfielder,28,190.5,66.7,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,18.4
537,Saudi arabia,Abdullah Otayf,Midfielder,30,175.26,65.8,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,21.4
538,Saudi arabia,Riyadh Sharahili,Midfielder,29,182.88,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/682.vresize.350.350.medium.0.png,22.9
