,Country,Name,POS,AGE,HT,WT,Country_logo,BMI
183,Croatia,Ivica Ivusic,Goalkeeper,27,193.04,84.8,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,22.8
184,Croatia,Dominik Livakovic,Goalkeeper,27,187.96,78.9,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,22.3
185,Croatia,Borna Barisic,Defender,30,185.42000000000002,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,23.2
186,Croatia,Martin Erlic,Defender,24,190.5,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,21.4
187,Croatia,Josko Gvardiol,Defender,20,182.88,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,23.9
188,Croatia,Josip Juranovic,Defender,27,172.72,68.9,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,23.1
189,Croatia,Dejan Lovren,Defender,33,187.96,88.0,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,24.9
190,Croatia,Borna Sosa,Defender,24,185.42000000000002,78.9,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,22.9
191,Croatia,Josip Stanisic,Defender,22,185.42000000000002,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,22.3
192,Croatia,Josip Sutalo,Defender,22,187.96,81.6,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,23.1
193,Croatia,Domagoj Vida,Defender,33,182.88,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,21.7
194,Croatia,Marcelo Brozovic,Midfielder,30,180.34,67.6,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,20.8
195,Croatia,Kristijan Jakic,Midfielder,25,180.34,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,23.0
196,Croatia,Mateo Kovacic,Midfielder,28,175.26,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,24.9
197,Croatia,Lovro Majer,Midfielder,24,177.8,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,23.7
198,Croatia,Luka Modric,Midfielder,37,170.18,65.8,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,22.7
199,Croatia,Mario Pasalic,Midfielder,27,187.96,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,22.0
200,Croatia,Luka Sucic,Midfielder,20,182.88,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,23.9
201,Croatia,Nikola Vlasic,Midfielder,25,177.8,71.7,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,22.7
202,Croatia,Ante Budimir,Forward,31,187.96,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,21.2
203,Croatia,Andrej Kramaric,Forward,31,175.26,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,23.6
204,Croatia,Marko Livaja,Forward,29,180.34,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,24.5
205,Croatia,Mislav Orsic,Forward,29,177.8,68.9,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,21.8
206,Croatia,Ivan Perisic,Forward,33,185.42000000000002,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,22.3
207,Croatia,Bruno Petkovic,Forward,28,190.5,88.0,https://b.fssta.com/uploads/application/countries/flag-logos/191.vresize.350.350.medium.0.png,24.2
208,Ecuador,Alexander Dominguez,Goalkeeper,35,193.04,81.6,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,21.9
209,Ecuador,Hernan Galindez,Goalkeeper,35,187.96,89.8,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,25.4
210,Ecuador,Moises Ramirez,Goalkeeper,22,182.88,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,22.4
211,Ecuador,Robert Arboleda,Defender,31,187.96,82.5,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,23.4
212,Ecuador,Xavier Arreaga,Defender,28,182.88,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,22.6
213,Ecuador,Pervis Estupinan,Defender,24,172.72,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,24.3
214,Ecuador,Piero Hincapie,Defender,20,182.88,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,22.6
215,Ecuador,William Pacho,Defender,21,187.96,80.7,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,22.8
216,Ecuador,Diego Palacios,Defender,23,167.64000000000001,64.9,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,23.1
217,Ecuador,Jackson Porozo,Defender,22,190.5,83.9,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,23.1
218,Ecuador,Angelo Preciado,Defender,24,172.72,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,24.3
219,Ecuador,Felix Torres,Defender,25,185.42000000000002,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,22.6
220,Ecuador,Moises Caicedo,Midfielder,21,177.8,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,23.0
221,Ecuador,Jose Cifuentes,Midfielder,23,177.8,67.6,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,21.4
222,Ecuador,Alan Franco,Midfielder,24,172.72,66.7,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,22.4
223,Ecuador,Carlos Gruezo,Midfielder,27,170.18,70.7,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,24.4
224,Ecuador,Romario Ibarra,Midfielder,28,172.72,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,26.0
225,Ecuador,Angel Mena,Midfielder,34,167.64000000000001,70.7,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,25.2
226,Ecuador,Jhegson Mendez,Midfielder,25,172.72,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,23.4
227,Ecuador,Gonzalo Plata,Midfielder,22,177.8,64.9,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,20.5
228,Ecuador,Ayrton Preciado,Midfielder,28,180.34,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,23.9
229,Ecuador,Jeremy Sarmiento,Midfielder,20,177.8,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,22.1
230,Ecuador,Michael Estrada,Forward,26,185.42000000000002,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,22.6
231,Ecuador,Djorkaeff Reascos,Forward,23,170.18,70.7,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,24.4
232,Ecuador,Kevin Rodriguez,Forward,22,187.96,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,22.6
233,Ecuador,Enner Valencia,Forward,33,175.26,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/218.vresize.350.350.medium.0.png,24.4
234,England,Jordan Pickford,Goalkeeper,28,182.88,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,22.9
235,England,Nick Pope,Goalkeeper,30,190.5,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,20.9
236,England,Aaron Ramsdale,Goalkeeper,24,187.96,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,21.7
237,England,Trent Alexander-Arnold,Defender,24,172.72,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,23.4
238,England,Conor Coady,Defender,29,182.88,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,23.2
239,England,Eric Dier,Defender,28,187.96,89.8,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,25.4
240,England,Harry Maguire,Defender,29,190.5,99.8,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,27.5
241,England,Luke Shaw,Defender,27,182.88,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,22.4
242,England,John Stones,Defender,28,187.96,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,19.8
243,England,Kieran Trippier,Defender,32,177.8,80.7,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,25.5
244,England,Kyle Walker,Defender,32,177.8,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,22.1
245,England,Ben White,Defender,25,185.42000000000002,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,22.6
246,England,Jude Bellingham,Midfielder,19,185.42000000000002,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,21.8
247,England,Phil Foden,Midfielder,22,177.8,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,22.1
248,England,Conor Gallagher,Midfielder,22,182.88,73.9,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,22.1
249,England,Jordan Henderson,Midfielder,32,182.88,66.7,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,19.9
250,England,James Maddison,Midfielder,26,172.72,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,24.3
251,England,Mason Mount,Midfielder,23,177.8,64.9,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,20.5
252,England,Kalvin Phillips,Midfielder,26,177.8,71.7,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,22.7
253,England,Declan Rice,Midfielder,23,182.88,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,23.9
254,England,Jack Grealish,Forward,27,172.72,67.6,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,22.7
255,England,Harry Kane,Forward,29,187.96,64.9,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,18.4
256,England,Marcus Rashford,Forward,25,177.8,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,22.1
257,England,Bukayo Saka,Forward,21,177.8,64.9,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,20.5
258,England,Raheem Sterling,Forward,27,167.64000000000001,68.9,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,24.5
259,England,Callum Wilson,Forward,30,177.8,65.8,https://b.fssta.com/uploads/application/countries/flag-logos/1001.vresize.350.350.medium.0.png,20.8
260,Germany,Manuel Neuer,Goalkeeper,36,190.5,91.6,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,25.2
261,Germany,Marc-Andre ter Stegen,Goalkeeper,30,185.42000000000002,84.8,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,24.7
262,Germany,Kevin Trapp,Goalkeeper,32,187.96,88.0,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,24.9
263,Germany,Armel Bella-Kotchap,Defender,20,187.96,86.6,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,24.5
264,Germany,Matthias Ginter,Defender,28,187.96,82.5,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,23.4
265,Germany,Christian Gunter,Defender,29,182.88,80.7,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,24.1
266,Germany,Thilo Kehrer,Defender,26,185.42000000000002,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,22.0
267,Germany,Lukas Klostermann,Defender,26,185.42000000000002,88.0,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,25.6
268,Germany,David Raum,Defender,24,177.8,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,23.7
269,Germany,Antonio Rudiger,Defender,29,187.96,84.8,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,24.0
270,Germany,Nico Schlotterbeck,Defender,23,190.5,85.7,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,23.6
271,Germany,Niklas Sule,Defender,27,193.04,96.6,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,25.9
272,Germany,Julian Brandt,Midfielder,26,182.88,81.6,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,24.4
273,Germany,Leon Goretzka,Midfielder,27,187.96,78.9,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,22.3
274,Germany,Mario Gotze,Midfielder,30,175.26,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,24.4
275,Germany,Ilkay Gundogan,Midfielder,32,177.8,78.9,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,25.0
276,Germany,Jonas Hofmann,Midfielder,30,175.26,66.7,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,21.7
277,Germany,Joshua Kimmich,Midfielder,27,175.26,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,23.6
278,Germany,Thomas Muller,Midfielder,33,182.88,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,22.6
279,Germany,Jamal Musiala,Midfielder,19,177.8,71.7,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,22.7
280,Germany,Leroy Sane,Midfielder,26,182.88,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,22.4
281,Germany,Karim Adeyemi,Forward,20,177.8,68.9,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,21.8
282,Germany,Niclas Fullkrug,Forward,29,187.96,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,22.0
283,Germany,Serge Gnabry,Forward,27,175.26,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,24.4
284,Germany,Kai Havertz,Forward,23,187.96,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,21.7
285,Germany,Youssoufa Moukoko,Forward,18,177.8,71.7,https://b.fssta.com/uploads/application/countries/flag-logos/276.vresize.350.350.medium.0.png,22.7
286,Ghana,Ibrahim Danlad,Goalkeeper,19,180.34,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,23.3
287,Ghana,Manaf Nurudeen,Goalkeeper,23,187.96,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,21.2
288,Ghana,Lawrence Ati Zigi,Goalkeeper,26,187.96,86.6,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,24.5
289,Ghana,Joseph Aidoo,Defender,27,182.88,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,23.9
290,Ghana,Daniel Amartey,Defender,27,185.42000000000002,78.9,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,22.9
291,Ghana,Rahman Baba,Defender,28,177.8,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,22.1
292,Ghana,Alexander Djiku,Defender,28,180.34,80.7,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,24.8
293,Ghana,Tariq Lamptey,Defender,22,167.64000000000001,54.9,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,19.5
294,Ghana,Gideon Mensah,Defender,24,177.8,63.9,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,20.2
295,Ghana,Denis Odoi,Defender,34,177.8,66.7,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,21.1
296,Ghana,Mohammed Salisu,Defender,23,190.5,81.6,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,22.5
297,Ghana,Alidu Seidu,Defender,22,172.72,67.6,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,22.7
298,Ghana,Salis Abdul Samed,Midfielder,22,177.8,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,23.0
299,Ghana,Daniel Afriyie,Midfielder,21,167.64000000000001,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,27.6
300,Ghana,Osman Bukari,Midfielder,23,167.64000000000001,65.8,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,23.4
301,Ghana,Issahaku Fatawu,Midfielder,18,175.26,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,23.6
302,Ghana,Mohammed Kudus,Midfielder,22,172.72,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,23.4
303,Ghana,Daniel-Kofi Kyereh,Midfielder,26,177.8,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,23.0
304,Ghana,Elisha Owusu,Midfielder,25,180.34,61.7,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,19.0
305,Ghana,Thomas Partey,Midfielder,29,182.88,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,22.9
306,Ghana,Kamal Sowah,Midfielder,22,177.8,65.8,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,20.8
307,Ghana,Kamaldeen Sulemana,Midfielder,20,172.72,66.7,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,22.4
308,Ghana,Andre Morgan Rami Ayew,Forward,32,172.72,71.7,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,24.0
309,Ghana,Jordan Ayew,Forward,31,180.34,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,24.5
310,Ghana,Antoine Semenyo,Forward,22,170.18,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,24.1
311,Ghana,Inaki Williams,Forward,28,185.42000000000002,78.9,https://b.fssta.com/uploads/application/countries/flag-logos/288.vresize.350.350.medium.0.png,22.9
312,Iran,Amir Abedzadeh,Goalkeeper,29,185.42000000000002,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,23.2
313,Iran,Alireza Beiranvand,Goalkeeper,30,193.04,84.8,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,22.8
314,Iran,Seyed Hossein Hosseini,Goalkeeper,30,185.42000000000002,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,23.2
315,Iran,Payam Niazmand,Goalkeeper,27,193.04,81.6,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,21.9
316,Iran,Roozbeh Cheshmi,Defender,29,193.04,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,21.4
317,Iran,Ehsan Hajsafi,Defender,32,177.8,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,23.7
318,Iran,Majid Hosseini,Defender,26,185.42000000000002,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,22.6
319,Iran,Abolfazl Jalali,Defender,24,175.26,70.7,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,23.0
320,Iran,Hosssin Kanani,Defender,28,187.96,78.9,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,22.3
321,Iran,Shojae Khalilzadeh,Defender,33,177.8,83.9,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,26.5
322,Iran,Milad Mohammadi,Defender,29,177.8,68.9,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,21.8
323,Iran,Sadegh Moharrami,Defender,26,172.72,70.7,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,23.7
324,Iran,Morteza Pouraliganji,Defender,30,182.88,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,23.9
325,Iran,Ramin Rezaeian,Defender,32,182.88,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,22.4
326,Iran,Vahid Amiri,Midfielder,34,177.8,70.7,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,22.4
327,Iran,Saeid Ezatollahi,Midfielder,26,187.96,81.6,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,23.1
328,Iran,Saman Ghoddos,Midfielder,29,172.72,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,25.1
329,Iran,Ali Gholizadeh,Midfielder,26,175.26,71.7,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,23.3
330,Iran,Alireza Jahanbakhsh,Midfielder,29,180.34,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,23.6
331,Iran,Ali Karimi,Midfielder,28,182.88,80.7,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,24.1
332,Iran,Ahmad Nourollahi,Midfielder,29,182.88,64.9,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,19.4
333,Iran,Mehdi Torabi,Midfielder,28,177.8,70.7,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,22.4
334,Iran,Karim Ansarifard,Forward,32,185.42000000000002,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,23.2
335,Iran,Sardar Azmoun,Forward,27,185.42000000000002,81.6,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,23.7
336,Iran,Mehdi Taremi,Forward,30,185.42000000000002,79.8,https://b.fssta.com/uploads/application/countries/flag-logos/364.vresize.350.350.medium.0.png,23.2
337,Japan,Shuichi Gonda,Goalkeeper,33,185.42000000000002,83.9,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,24.4
338,Japan,Eiji Kawashima,Goalkeeper,39,182.88,81.6,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,24.4
339,Japan,Daniel Schmidt,Goalkeeper,30,195.58,88.0,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,23.0
340,Japan,Ko Itakura,Defender,25,185.42000000000002,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,21.8
341,Japan,Hiroki Ito,Defender,23,187.96,83.9,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,23.7
342,Japan,Yuto Nagatomo,Defender,36,167.64000000000001,67.6,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,24.1
343,Japan,Hiroki Sakai,Defender,32,182.88,77.6,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,23.2
344,Japan,Shogo Taniguchi,Defender,31,182.88,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,22.4
345,Japan,Takehiro Tomiyasu,Defender,24,185.42000000000002,83.9,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,24.4
346,Japan,Miki Yamane,Defender,28,177.8,71.7,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,22.7
347,Japan,Maya Yoshida,Defender,34,187.96,86.6,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,24.5
348,Japan,Ritsu Doan,Midfielder,24,170.18,69.8,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,24.1
349,Japan,Wataru Endo,Midfielder,29,177.8,75.7,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,23.9
350,Japan,Junya Ito,Midfielder,29,175.26,65.8,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,21.4
351,Japan,Daichi Kamada,Midfielder,26,177.8,71.7,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,22.7
352,Japan,Takumi Minamino,Midfielder,27,172.72,67.6,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,22.7
353,Japan,Kaoru Mitoma,Midfielder,25,177.8,72.6,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,23.0
354,Japan,Hidemasa Morita,Midfielder,27,175.26,73.9,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,24.1
355,Japan,Gaku Shibasaki,Midfielder,30,172.72,63.9,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,21.4
356,Japan,Yuki Soma,Midfielder,25,165.1,67.6,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,24.8
357,Japan,Take,Midfielder,21,172.72,66.7,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,22.4
358,Japan,Ao Tanaka,Midfielder,24,177.8,74.8,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,23.7
359,Japan,Takuma Asano,Forward,28,172.72,70.7,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,23.7
360,Japan,Shuto Machino,Forward,23,182.88,76.6,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,22.9
361,Japan,Daizen Maeda,Forward,25,172.72,66.7,https://b.fssta.com/uploads/application/countries/flag-logos/392.vresize.350.350.medium.0.png,22.4
