Country,Name,POS,AGE,HT,WT
Netherlands,Jeremie Frimpong,Defender,21,170.18,63.9
Netherlands,Tyrell Malacia,Defender,23,167.64000000000001,66.7
Netherlands,Jurrien Timber,Defender,21,177.8,78.9
Netherlands,Virgil Van Dijk,Defender,31,193.04,91.6
Netherlands,Steven Berghuis,Midfielder,30,180.34,74.8
Netherlands,Frenkie De Jong,Midfielder,25,180.34,73.9
Netherlands,Marten De Roon,Midfielder,31,185.42000000000002,75.7
Netherlands,Davy Klaassen,Midfielder,29,177.8,77.6
Netherlands,Teun Koopmeiners,Midfielder,24,182.88,76.6
Netherlands,Xavi Simons,Midfielder,19,177.8,57.6
Netherlands,Kenneth Taylor,Midfielder,20,180.34,74.8
Netherlands,Steven Bergwijn,Forward,25,172.72,73.9
Netherlands,Luuk De Jong,Forward,32,187.96,79.8
Netherlands,Memphis Depay,Forward,28,177.8,77.6
Netherlands,Cody Gakpo,Forward,23,190.5,75.7
Netherlands,Vincent Janssen,Forward,28,182.88,78.9
Netherlands,Noa Lang,Forward,23,175.26,69.8
Netherlands,Wout Weghorst,Forward,30,195.58,81.6
Poland,Kamil Grabara,Goalkeeper,23,193.04,74.8
Poland,Lukasz Skorupski,Goalkeeper,31,185.42000000000002,83.9
Poland,Wojciech Szczesny,Goalkeeper,32,193.04,83.9
Poland,Jan Bednarek,Defender,26,187.96,76.6
Poland,Bartosz Bereszynski,Defender,30,180.34,77.6
Poland,Matty Cash,Defender,25,182.88,63.9
Poland,Kamil Glik,Defender,34,187.96,79.8
Poland,Robert Gumny,Defender,24,180.34,70.7
Poland,Artur Jedrzejczyk,Defender,35,187.96,77.6
Poland,Jakub Kiwior,Defender,22,187.96,74.8
Poland,Mateusz Wieteska,Defender,25,185.42000000000002,76.6
Poland,Krystian Bielik,Midfielder,24,187.96,77.6
Poland,Przemyslaw Frankowski,Midfielder,27,172.72,69.8
Poland,Kamil Grosicki,Midfielder,34,177.8,77.6
Poland,Jakub Kaminski,Midfielder,20,177.8,63.9
Poland,Grzegorz Krychowiak,Midfielder,32,185.42000000000002,82.5
Poland,Michal Skoras,Midfielder,22,170.18,63.9
Poland,Damian Szymanski,Midfielder,27,182.88,69.8
Poland,Sebastian Szymanski,Midfielder,23,172.72,59.9
Poland,Nicola Zalewski,Midfielder,20,172.72,68.9
Poland,Piotr Zielinski,Midfielder,28,175.26,63.9
Poland,Szymon Zurkowski,Midfielder,25,182.88,76.6
Poland,Robert Lewandowski,Forward,34,182.88,80.7
Poland,Arkadiusz Milik,Forward,28,185.42000000000002,79.8
Poland,Krzysztof Piatek,Forward,27,182.88,76.6
Poland,Karol Swiderski,Forward,25,182.88,73.9
Portugal,Diogo Costa,Goalkeeper,23,190.5,79.8
Portugal,Rui Patricio,Goalkeeper,34,187.96,83.9
Portugal,Jose Sa,Goalkeeper,29,190.5,77.6
Portugal,Joao Cancelo,Defender,28,180.34,73.9
Portugal,Diogo Dalot,Defender,23,182.88,74.8
Portugal,Ruben Dias,Defender,25,185.42000000000002,82.5
Portugal,Raphael Guerreiro,Defender,28,167.64000000000001,70.7
Portugal,Nuno Mendes,Defender,20,175.26,69.8
Portugal,Pepe,Defender,39,187.96,80.7
Portugal,Danilo Pereira,Defender,31,187.96,82.5
Portugal,Antonio Silva,Defender,19,185.42000000000002,78.9
Portugal,William Carvalho,Midfielder,30,187.96,78.9
Portugal,Bruno Fernandes,Midfielder,28,182.88,63.9
Portugal,Joao Mario,Midfielder,29,177.8,72.6
Portugal,Ruben Neves,Midfielder,25,177.8,71.7
Portugal,Matheus Nunes,Midfielder,24,180.34,74.8
Portugal,Otavio,Midfielder,27,170.18,55.8
Portugal,Joao Palhinha,Midfielder,27,187.96,76.6
Portugal,Vitinha,Midfielder,22,170.18,64.9
Portugal,Joao Felix,Forward,23,177.8,69.8
Portugal,Ricardo Horta,Forward,28,172.72,60.8
Portugal,Rafael Leao,Forward,23,187.96,80.7
Portugal,Goncalo Ramos,Forward,21,182.88,76.6
Portugal,Cristiano Ronaldo,Forward,37,182.88,79.8
Portugal,Andre Silva,Forward,27,182.88,83.9
Portugal,Bernardo Silva,Forward,28,172.72,63.9
Qatar,Saad Abdullah Al Sheeb,Goalkeeper,32,187.96,82.5
Qatar,Meshaal Aissa Barsham,Goalkeeper,24,177.8,65.8
Qatar,Yousof Hassan Mohamed Ali,Goalkeeper,26,185.42000000000002,77.6
Qatar,Homam Ahmed,Defender,23,185.42000000000002,70.7
Qatar,Mohammed Waad Abdulwahab Jadoua Al Bayati,Defender,23,182.88,67.6
Qatar,Bassam Hisham Al Rawi,Defender,24,172.72,76.6
Qatar,Pedro Miguel Carvalho Deus Correia,Defender,32,177.8,77.6
Qatar,Musaab Khidir,Defender,29,175.26,59.9
Qatar,Boualem Khoukhi,Defender,32,182.88,77.6
Qatar,Ismail Mohamad,Defender,32,170.18,71.7
Qatar,Tarek Salman,Defender,24,177.8,68.9
Qatar,Salem Al Hajri,Midfielder,26,182.88,69.8
Qatar,Hasan Al Heidos,Midfielder,31,172.72,57.6
Qatar,Naif Al-Hadhrami,Midfielder,21,177.8,73.9
Qatar,Karim Boudiaf,Midfielder,32,187.96,86.6
Qatar,Jassem Gaber,Midfielder,20,180.34,64.9
Qatar,Abdelkarim Hassan,Midfielder,29,182.88,81.6
Qatar,Abdelaziz Hatem,Midfielder,32,180.34,75.7
Qatar,Assim Madibo,Midfielder,26,167.64000000000001,62.6
Qatar,Mostafa Taerk Mashaal,Midfielder,21,172.72,66.7
Qatar,Ali Assadalla Thaimn Qambar,Midfielder,29,172.72,60.8
Qatar,Almoez Ali Zainalabedeen Abdulla,Forward,26,177.8,67.6
Qatar,Akram Afif,Forward,26,175.26,67.6
Qatar,Ahmed Alaaeldin,Forward,29,175.26,72.6
Qatar,Khalid Muneer,Forward,24,172.72,55.8
Qatar,Mohammed Muntari,Forward,28,190.5,76.6
Saudi arabia,Mohammed Khalil Al Owais,Goalkeeper,31,182.88,69.8
Saudi arabia,Nawaf Al-Aqidi,Goalkeeper,22,185.42000000000002,84.8
Saudi arabia,Mohammed Alyami,Goalkeeper,25,187.96,77.6
Saudi arabia,Saud Abdulhamid,Defender,23,170.18,69.8
Saudi arabia,Abdulelah Al Amri,Defender,25,182.88,72.6
Saudi arabia,Ali Al Bulayhi,Defender,33,180.34,79.8
Saudi arabia,Yasir Al Shahrani,Defender,30,170.18,63.9
Saudi arabia,Hassan Al Tambakti,Defender,23,180.34,72.6
Saudi arabia,Mohammed Alburayk,Defender,30,172.72,61.7
Saudi arabia,Sultan Alganham,Defender,28,172.72,61.7
Saudi arabia,Abdullah Madu,Defender,29,185.42000000000002,85.7
Saudi arabia,Nawaf Shaker Al Abed,Midfielder,32,167.64000000000001,59.0
Saudi arabia,Salman Al Faraj,Midfielder,33,177.8,63.9
Saudi arabia,Abdulelah Al Malki,Midfielder,28,175.26,69.8
Saudi arabia,Nasser Al-Dawsari,Midfielder,23,177.8,64.9
Saudi arabia,Ali Al-Hassan,Midfielder,25,180.34,66.7
Saudi arabia,Sami Al-Najei,Midfielder,25,175.26,68.9
Saudi arabia,Mohamed Kanno,Midfielder,28,190.5,66.7
Saudi arabia,Abdullah Otayf,Midfielder,30,175.26,65.8
Saudi arabia,Riyadh Sharahili,Midfielder,29,182.88,76.6
Saudi arabia,Salem Al Dawsari,Forward,31,170.18,68.9
Saudi arabia,Feras Al-Buraikan,Forward,22,180.34,73.9
Saudi arabia,Abdulrahman Al-Oboud,Forward,27,172.72,69.8
Saudi arabia,Saleh Al-Shehri,Forward,29,182.88,76.6
Saudi arabia,Haitham Asiri,Forward,21,172.72,64.9
Saudi arabia,Hattan Bahebri,Forward,30,170.18,66.7
Senegal,Seny Dieng,Goalkeeper,28,193.04,83.9
Senegal,Alfred Gomis,Goalkeeper,29,195.58,79.8
Senegal,Edouard Mendy,Goalkeeper,30,193.04,85.7
Senegal,Pape Cisse,Defender,27,190.5,82.5
Senegal,Abdou Diallo,Defender,26,185.42000000000002,78.9
Senegal,Ismail Jakobs,Defender,23,182.88,76.6
Senegal,Kalidou Koulibaly,Defender,31,193.04,88.9
Senegal,Cheikhou Kouyate,Defender,32,187.96,74.8
Senegal,Formose Mendy,Defender,21,190.5,79.8
Senegal,Moussa N’Diaye,Defender,20,177.8,65.8
Senegal,Moustapha Name,Defender,27,182.88,72.6
Senegal,Youssouf Sabaly,Defender,29,172.72,67.6
Senegal,Fode Toure,Defender,25,180.34,69.8
Senegal,Pathe Ciss,Midfielder,28,182.88,70.7
Senegal,Krepin Diatta,Midfielder,23,172.72,59.0
Senegal,Idrissa Gueye,Midfielder,33,172.72,65.8
Senegal,Pape Gueye,Midfielder,23,187.96,64.9
Senegal,Nampalys Mendy,Midfielder,30,165.1,72.6
Senegal,Mamadou Loum N&#039;Diaye,Midfielder,25,190.5,83.9
Senegal,Pape Matar Sarr,Midfielder,20,182.88,69.8
Senegal,Boulaye Dia,Forward,26,177.8,74.8
Senegal,Famara Diedhiou,Forward,29,190.5,79.8
Senegal,Bamba Dieng,Forward,22,177.8,71.7
Senegal,Nicolas Jackson,Forward,21,185.42000000000002,77.6
Senegal,Iliman Ndiaye,Forward,22,177.8,69.8
Senegal,Ismaila Sarr,Forward,24,172.72,75.7
Serbia,Marko Dmitrovic,Goalkeeper,30,193.04,93.9
Serbia,Vanja Milinkovic-Savic,Goalkeeper,25,200.66,91.6
Serbia,Predrag Rajkovic,Goalkeeper,27,190.5,84.8
Serbia,Srdjan Babic,Defender,26,193.04,88.0
Serbia,Strahinja Erakovic,Defender,21,182.88,76.6
Serbia,Nikola Milenkovic,Defender,25,193.04,89.8
Serbia,Stefan Mitrovic,Defender,32,187.96,83.9
Serbia,Filip Mladenovic,Defender,31,180.34,64.9
Serbia,Strahinja Pavlovic,Defender,21,193.04,84.8
Serbia,Milos Veljkovic,Defender,27,187.96,84.8
Serbia,Marko Grujic,Midfielder,26,190.5,81.6
Serbia,Nemanja Gudelj,Midfielder,31,185.42000000000002,80.7
Serbia,Ivan Ilic,Midfielder,21,180.34,76.6
Serbia,Filip Kostic,Midfielder,30,182.88,83.9
Serbia,Darko Lazovic,Midfielder,32,180.34,65.8
Serbia,Sasa Lukic,Midfielder,26,182.88,76.6
Serbia,Nemanja Maksimovic,Midfielder,27,187.96,77.6
Serbia,Sergej Milinkovic-Savic,Midfielder,27,190.5,75.7
Serbia,Uros Racic,Midfielder,24,190.5,80.7
Serbia,Andrija Zivkovic,Midfielder,26,167.64000000000001,67.6
Serbia,Filip Djuricic,Forward,30,175.26,74.8
Serbia,Luka Jovic,Forward,24,180.34,84.8
Serbia,Aleksandar Mitrovic,Forward,28,187.96,89.8
Serbia,Nemanja Radonjic,Forward,26,182.88,76.6
Serbia,Dusan Tadic,Forward,34,180.34,75.7
Serbia,Dusan Vlahovic,Forward,22,187.96,77.6
South korea,Song Beom-keun,Goalkeeper,25,195.58,91.6
South korea,Jo Hyeon-uh,Goalkeeper,31,187.96,74.8
South korea,Kim Seung Gyu,Goalkeeper,32,185.42000000000002,83.9
South korea,Yu-min Cho,Defender,26,180.34,78.9
South korea,Chul Hong,Defender,32,175.26,69.8
South korea,Yoon Jong-gyu,Defender,24,172.72,63.9
South korea,Jin-su Kim,Defender,30,175.26,67.6
South korea,Min-jae Kim,Defender,26,187.96,69.8
South korea,Tae-hwan Kim,Defender,33,175.26,71.7
South korea,Kyung-won Kwon,Defender,30,185.42000000000002,82.5
South korea,Kim Moon-hwan,Defender,27,172.72,63.9
South korea,Kim Young-gwon,Defender,32,185.42000000000002,73.9
South korea,Kwon Chang-Hoon,Midfielder,28,172.72,65.8
South korea,Hwang Hee-chan,Midfielder,26,175.26,76.6
South korea,Son Heung-min,Midfielder,30,182.88,77.6
South korea,In-beom Hwang,Midfielder,26,175.26,69.8
South korea,Woo-yeong Jeong,Midfielder,23,177.8,69.8
South korea,Lee Kang-in,Midfielder,21,172.72,67.6
South korea,Jae-sung Lee,Midfielder,30,177.8,69.8
South korea,Song Min-kyu,Midfielder,23,177.8,71.7
South korea,Seung-Ho Paik,Midfielder,25,180.34,67.6
South korea,Na Sang-ho,Midfielder,26,172.72,69.8
South korea,Jun-ho Son,Midfielder,30,177.8,61.7
South korea,Jung Woo-young,Midfielder,32,187.96,76.6
South korea,Cho Gue-sung,Forward,24,187.96,69.8
South korea,Ui-jo Hwang,Forward,30,182.88,81.6
Spain,David Raya,Goalkeeper,27,182.88,79.8
Spain,Robert Sanchez,Goalkeeper,25,195.58,89.8
Spain,Unai Simon,Goalkeeper,25,187.96,88.0
Spain,Jordi Alba,Defender,33,167.64000000000001,67.6
Spain,Cesar Azpilicueta,Defender,33,177.8,76.6
Spain,Alejandro Balde,Defender,19,172.72,68.9
Spain,Dani Carvajal,Defender,30,172.72,72.6
Spain,Eric Garcia,Defender,21,180.34,75.7
Spain,Hugo Guillamon,Defender,22,177.8,61.7
Spain,Aymeric Laporte,Defender,28,187.96,86.6
Spain,Pau Torres,Defender,25,190.5,79.8
Spain,Sergio Busquets,Midfielder,34,187.96,75.7
Spain,Gavi,Midfielder,18,172.72,69.8
Spain,Koke,Midfielder,30,175.26,73.9
Spain,Marcos Llorente,Midfielder,27,182.88,73.9
Spain,Pedri,Midfielder,20,172.72,59.9
Spain,Rodri,Midfielder,26,187.96,77.6
Spain,Carlos Soler,Midfielder,25,177.8,75.7
Spain,Marco Asensio,Forward,26,172.72,75.7
Spain,Ansu Fati,Forward,20,177.8,65.8
Spain,Alvaro Morata,Forward,30,187.96,83.9
Spain,Dani Olmo,Forward,24,177.8,71.7
Spain,Yeremy Pino,Forward,20,170.18,64.9
Spain,Pablo Sarabia,Forward,30,177.8,69.8
Spain,Ferran Torres,Forward,22,182.88,76.6
Spain,Nico Williams,Forward,20,180.34,66.7
Switzerland,Gregor Kobel,Goalkeeper,24,193.04,88.0
Switzerland,Philipp Kohn,Goalkeeper,24,187.96,79.8
Switzerland,Jonas Omlin,Goalkeeper,28,187.96,79.8
Switzerland,Yann Sommer,Goalkeeper,33,182.88,79.8
Switzerland,Manuel Akanji,Defender,27,185.42000000000002,89.8
Switzerland,Eray Comert,Defender,24,182.88,79.8
Switzerland,Nico Elvedi,Defender,26,185.42000000000002,76.6
Switzerland,Edimilson Fernandes,Defender,26,187.96,69.8
Switzerland,Ricardo Rodriguez,Defender,30,177.8,80.7
Switzerland,Fabian Schar,Defender,30,185.42000000000002,84.8
Switzerland,Renato Steffen,Defender,31,167.64000000000001,64.9
Switzerland,Silvan Widmer,Defender,29,182.88,80.7
Switzerland,Michel Aebischer,Midfielder,25,182.88,73.9
Switzerland,Christian Fassnacht,Midfielder,29,182.88,76.6
Switzerland,Fabian Frei,Midfielder,33,182.88,79.8
Switzerland,Remo Freuler,Midfielder,30,180.34,79.8
Switzerland,Ardon Jashari,Midfielder,20,180.34,81.6
Switzerland,Fabian Rieder,Midfielder,20,180.34,73.9
Switzerland,Xherdan Shaqiri,Midfielder,31,167.64000000000001,77.6
Switzerland,Djibril Sow,Midfielder,25,182.88,75.7
Switzerland,Granit Xhaka,Midfielder,30,182.88,79.8
Switzerland,Denis Zakaria,Midfielder,26,187.96,80.7
Switzerland,Breel Embolo,Forward,25,182.88,88.0
Switzerland,Noah Okafor,Forward,22,182.88,84.8
Switzerland,Haris Seferovic,Forward,30,185.42000000000002,88.0
Switzerland,Ruben Vargas,Forward,24,177.8,67.6
Tunisia,Bechir Ben Said,Goalkeeper,30,190.5,79.8
Tunisia,Aymen Dahmen,Goalkeeper,25,187.96,82.5
Tunisia,Mouez Hassen,Goalkeeper,27,185.42000000000002,69.8
Tunisia,Aymen Mathlouthi,Goalkeeper,38,180.34,83.9
Tunisia,Ali Abdi,Defender,28,175.26,72.6
Tunisia,Dylan Bronn,Defender,27,185.42000000000002,75.7
Tunisia,Mohamed Drager,Defender,26,177.8,73.9
Tunisia,Bilel Ifa,Defender,32,182.88,76.6
Tunisia,Wajdi Kechrida,Defender,27,175.26,79.8
Tunisia,Ali Maaloul,Defender,32,172.72,71.7
Tunisia,Yassine Meriah,Defender,29,182.88,69.8
Tunisia,Montassar Talbi,Defender,24,187.96,80.7
Tunisia,Mohamed Ali Ben Romdhane,Midfielder,23,180.34,74.8
Tunisia,Ghaylen Chaalali,Midfielder,28,177.8,69.8
Tunisia,Nader Ghandri,Midfielder,27,195.58,88.0
Tunisia,Aissa Laidouni,Midfielder,25,182.88,72.6
Tunisia,Hannibal Mejbri,Midfielder,19,175.26,76.6
Tunisia,Ferjani Sassi,Midfielder,30,185.42000000000002,79.8
Tunisia,Ellyes Skhiri,Midfielder,27,182.88,73.9
Tunisia,Seifeddine Jaziri,Forward,29,177.8,70.7
Tunisia,Issam Jebali,Forward,30,180.34,83.9
Tunisia,Wahbi Khazri,Forward,31,180.34,79.8
Tunisia,Taha Yassine Khenissi,Forward,30,177.8,74.8
Tunisia,Youssef Msakni,Forward,32,172.72,72.6
Tunisia,Anis Slimane,Forward,21,187.96,85.7
Tunisia,Naim Sliti,Forward,30,172.72,75.7
United states,Ethan Horvath,Goalkeeper,27,190.5,81.6
United states,Sean Johnson,Goalkeeper,33,187.96,99.8
United states,Matt Turner,Goalkeeper,28,187.96,78.9
United states,Cameron Carter-Vickers,Defender,24,182.88,85.7
United states,Sergino Dest,Defender,22,172.72,61.7
United states,Aaron Long,Defender,30,187.96,78.9
United states,Shaq Moore,Defender,26,177.8,73.9
United states,Tim Ream,Defender,35,182.88,78.9
United states,Antonee Robinson,Defender,25,180.34,72.6
United states,Joe Scally,Defender,19,182.88,79.8
United states,DeAndre Yedlin,Defender,29,170.18,74.8
United states,Walker Zimmerman,Defender,29,187.96,83.9
United states,Brenden Aaronson,Midfielder,22,175.26,63.9
United states,Kellyn Acosta,Midfielder,27,175.26,63.9
United states,Tyler Adams,Midfielder,23,172.72,71.7
United states,Luca De la Torre,Midfielder,24,177.8,62.6
United states,Weston McKennie,Midfielder,24,182.88,83.9
United states,Yunus Musah,Midfielder,20,175.26,74.8
United states,Cristian Roldan,Midfielder,27,170.18,74.8
United states,Jesus Ferreira,Forward,21,172.72,63.9
United states,Jordan Morris,Forward,28,182.88,82.5
United states,Christian Pulisic,Forward,24,177.8,62.6
United states,Giovanni Reyna,Forward,20,182.88,78.9
United states,Josh Sargent,Forward,22,182.88,79.8
United states,Tim Weah,Forward,22,180.34,65.8
United states,Haji Wright,Forward,24,190.5,79.8
Uruguay,Fernando Muslera,Goalkeeper,36,187.96,84.8
Uruguay,Sergio Rochet,Goalkeeper,29,187.96,81.6
Uruguay,Sebastian Sosa,Goalkeeper,36,182.88,76.6
Uruguay,Ronald Araujo,Defender,23,182.88,78.9
Uruguay,Martin Caceres,Defender,35,177.8,76.6
Uruguay,Sebastian Coates,Defender,32,195.58,91.6
Uruguay,Jose Maria Gimenez,Defender,27,182.88,79.8
Uruguay,Diego Godin,Defender,36,182.88,79.8
Uruguay,Mathias Olivera,Defender,25,172.72,77.6
Uruguay,Jose Luis Rodriguez,Defender,25,182.88,76.6
Uruguay,Guillermo Varela,Defender,29,172.72,69.8
Uruguay,Matias Vina,Defender,25,177.8,69.8
Uruguay,Rodrigo Bentancur,Midfielder,25,185.42000000000002,76.6
Uruguay,Agustin Canobbio,Midfielder,24,172.72,74.8
Uruguay,Giorgian De Arrascaeta,Midfielder,28,175.26,72.6
Uruguay,Nicolas De La Cruz,Midfielder,25,165.1,69.8
Uruguay,Lucas Torreira,Midfielder,26,167.64000000000001,64.9
Uruguay,Federico Valverde,Midfielder,24,180.34,77.6
Uruguay,Matias Vecino,Midfielder,31,187.96,79.8
Uruguay,Edinson Cavani,Forward,35,187.96,70.7
Uruguay,Maxi Gomez,Forward,26,185.42000000000002,90.7
Uruguay,Darwin Nunez,Forward,23,182.88,78.9
Uruguay,Facundo Pellistri,Forward,20,172.72,64.9
Uruguay,Luis Suarez,Forward,35,180.34,85.7
Uruguay,Facundo Torres,Forward,22,172.72,67.6
Wales,Adam Davies,Goalkeeper,30,182.88,74.8
Wales,Wayne Hennessey,Goalkeeper,35,195.58,89.8
Wales,Danny Ward,Goalkeeper,29,190.5,88.0
Wales,Ethan Ampadu,Defender,22,182.88,77.6
Wales,Ben Cabango,Defender,22,185.42000000000002,83.9
Wales,Rubin Colwill,Defender,20,167.64000000000001,74.8
Wales,Ben Davies,Defender,29,180.34,75.7
Wales,Chris Gunter,Defender,33,177.8,70.7
Wales,Tom Lockyer,Defender,27,182.88,71.7
Wales,Chris Mepham,Defender,25,187.96,83.9
Wales,Connor Roberts,Defender,27,172.72,98.0
Wales,Joe Rodon,Defender,25,190.5,75.7
Wales,Neco Williams,Defender,21,182.88,71.7
Wales,Joe Allen,Midfielder,32,167.64000000000001,61.7
Wales,Dylan Levitt,Midfielder,22,177.8,70.7
Wales,Joe Morrell,Midfielder,25,182.88,74.8
Wales,Aaron Ramsey,Midfielder,31,177.8,75.7
Wales,Matt Smith,Midfielder,23,172.72,70.7
Wales,Sorba Thomas,Midfielder,23,182.88,78.9
Wales,Jonathan Williams,Midfielder,29,167.64000000000001,59.9
Wales,Harry Wilson,Midfielder,25,172.72,69.8
Wales,Gareth Bale,Forward,33,182.88,81.6
Wales,Mark Harris,Forward,23,180.34,74.8
Wales,Daniel James,Forward,25,170.18,75.7
Wales,Brennan Johnson,Forward,21,177.8,72.6
Wales,Kieffer Moore,Forward,30,195.58,82.5
