Country,Name,POS,AGE,HT,WT
Tunisia,Hamdi Nagguez,D,29,"6'1""",165 lbs
Tunisia,Omar Rekik,D,20,-,-
Tunisia,Montassar Talbi,D,24,"6'2""",-
Tunisia,Mohamed Ben Larbi,M,26,"5'7""",-
Tunisia,Ayman Ben Mohamed,M,27,"6'3""",163 lbs
Tunisia,Mortadha Ben Ouanes,M,28,"5'11""",-
Tunisia,Mohamed Ali Ben Romdhane,M,23,"6'0""",-
Tunisia,Saad Bguir,M,28,"5'10""",-
Tunisia,Ghaylene Chaalali,M,28,"5'10""",154 lbs
Tunisia,Yassine Chammakhi,M,27,-,-
Tunisia,Saif-Eddine Khaoui,M,27,"5'10""",149 lbs
Tunisia,Aissa Laidouni,M,25,"6'0""",160 lbs
Tunisia,Hannibal Mejbri,M,19,-,-
Tunisia,Hamza Rafia,M,23,-,-
Tunisia,Ferjani Sassi,M,30,"6'1""",176 lbs
Tunisia,Ellyes Skhiri,M,27,"6'0""",163 lbs
Tunisia,Anis Slimane,M,21,"6'2""",-
Tunisia,Naim Sliti,M,30,"5'8""",167 lbs
Tunisia,Anice Badri,F,32,"5'10""",154 lbs
Tunisia,Firas Chaouat,F,26,"6'0""",-
Tunisia,Seifeddine Jaziri,F,29,"5'10""",-
Tunisia,Issam Jebali,F,30,"6'2""",185 lbs
Tunisia,Wahbi Khazri,F,31,"5'11""",167 lbs
Tunisia,Taha Yassine Khenissi,F,30,"5'10""",165 lbs
Tunisia,Amor Layouni,F,30,"6'3""",171 lbs
Tunisia,Hamza Mathlouthi,F,30,"6'0""",-
Tunisia,Youssef Msakni,F,31,"5'10""",160 lbs
Tunisia,Sebastian Tounekti,F,20,-,-
Tunisia,Yoann Touzghar,F,35,"5'10""",165 lbs
United states,Brad Guzan,G,38,"6'3""",209 lbs
United states,Bill Hamid,G,31,"6'3""",224 lbs
United states,Ethan Horvath,G,27,"6'3""",180 lbs
United states,Ethan Horvath,G,27,-,-
United states,Sean Johnson,G,33,"6'2""",220 lbs
United states,Tim Melia,G,36,"6'0""",189 lbs
United states,David Ochoa,G,21,"6'2""",174 lbs
United states,Gabriel Slonina,G,18,"6'3""",196 lbs
United states,Zack Steffen,G,27,"6'3""",182 lbs
United states,Matt Turner,G,28,"6'2""",174 lbs
United states,George Bello,D,20,"5'7""",154 lbs
United states,George Bello,D,-,-,-
United states,John Brooks,D,29,"6'3""",171 lbs
United states,Reggie Cannon,D,24,"5'10""",165 lbs
United states,Cameron Carter-Vickers,D,24,"6'0""",189 lbs
United states,Justin Che,D,18,"6'0""",-
United states,Sergino Dest,D,21,"5'8""",-
United states,Kyle Duncan,D,25,"5'9""",149 lbs
United states,Chase Gasper,D,26,"6'0""",180 lbs
United states,Jonathan German Gomez,D,19,-,-
United states,Aaron Herrera,D,25,"5'10""",160 lbs
United states,Henry Kessler,D,24,"6'3""",185 lbs
United states,Aaron Long,D,30,"6'1""",174 lbs
United states,Mark McKenzie,D,23,"5'11""",185 lbs
United states,Matt Miazga,D,27,"6'3""",185 lbs
United states,Shaquell Moore,D,25,"5'10""",163 lbs
United states,Erik Palmer-Brown,D,25,"6'1""",194 lbs
United states,Erik Palmer-Brown,D,-,-,-
United states,Donovan Pines,D,24,"6'5""",200 lbs
United states,Tim Ream,D,35,"6'1""",174 lbs
United states,Chris Richards,D,22,"6'2""",-
United states,Antonee Robinson,D,25,"6'0""",160 lbs
United states,Miles Robinson,D,25,"6'2""",185 lbs
United states,Joe Scally,D,19,"5'10""",147 lbs
United states,Auston Trusty,D,24,"6'2""",185 lbs
United states,Sam Vines,D,23,"5'10""",149 lbs
United states,DeAndre Yedlin,D,29,"5'8""",165 lbs
United states,Walker Zimmerman,D,29,"6'3""",185 lbs
United states,Walker Zimmerman,D,29,-,-
United states,Brenden Aaronson,M,21,"5'10""",141 lbs
United states,Kellyn Acosta,M,27,"5'9""",141 lbs
United states,Kellyn Acosta,M,27,-,-
United states,Tyler Adams,M,23,"5'8""",158 lbs
United states,Frankie Amaya,M,22,"5'4""",143 lbs
United states,Paul Arriola,M,27,"5'6""",145 lbs
United states,Cole Bassett,M,21,"5'10""",147 lbs
United states,Gianluca Busio,M,20,"5'7""",134 lbs
United states,Caden Clark,M,19,"5'10""",154 lbs
United states,Luca de la Torre,M,24,"5'8""",138 lbs
United states,Hassani Dotson,M,25,"5'10""",169 lbs
United states,Leon Maximilian Flach,M,21,"6'0""",-
United states,Julian Green,M,27,"5'8""",154 lbs
United states,Sebastian Lletget,M,30,"5'10""",165 lbs
United states,Weston McKennie,M,24,"6'0""",185 lbs
United states,Djordje Mihailovic,M,23,"5'10""",152 lbs
United states,Yunus Musah,M,19,"5'10""",165 lbs
United states,Moses Nyeman,M,18,"5'4""",134 lbs
United states,Kevin Paredes,M,19,"5'6""",119 lbs
United states,Andres Perea,M,21,"5'11""",163 lbs
United states,Paxton Pomykal,M,22,"5'7""",145 lbs
United states,Giovanni Reyna,M,19,"6'0""",174 lbs
United states,Memo Rodriguez,M,26,"5'8""",141 lbs
United states,Cristian Roldan,M,27,"5'7""",165 lbs
United states,James Sands,M,22,"5'10""",160 lbs
United states,James Sands,M,-,-,-
United states,Tanner Tessmann,M,21,"6'2""",198 lbs
United states,Eryk Williamson,M,25,"5'8""",154 lbs
United states,Jackson Yueill,M,25,"5'9""",165 lbs
United states,Jozy Altidore,F,32,"5'11""",158 lbs
United states,Corey Baird,F,26,"5'10""",160 lbs
United states,Cade Cowell,F,18,"5'8""",154 lbs
United states,Daryl Dike,F,22,"6'2""",-
United states,Daryl Dike,F,22,-,-
United states,Jeremy Ebobisse,F,25,"6'0""",174 lbs
United states,Jesus Ferreira,F,21,"5'7""",141 lbs
United states,Nicholas Gioacchini,F,22,"6'0""",160 lbs
United states,Matthew Hoppe,F,21,"6'3""",176 lbs
United states,Brooks Lennon,F,25,"5'9""",154 lbs
United states,Jonathan Lewis,F,25,"5'6""",149 lbs
United states,Jordan Morris,F,27,"5'11""",182 lbs
United states,Chris Mueller,F,26,"5'8""",169 lbs
United states,Jordan Pefok,F,26,-,-
United states,Ricardo Pepi,F,19,"6'0""",169 lbs
United states,Christian Pulisic,F,24,"5'7""",138 lbs
United states,Robbie Robinson,F,23,"5'10""",169 lbs
United states,Rubio Rubin,F,26,"6'0""",176 lbs
United states,Josh Sargent,F,22,"6'0""",176 lbs
United states,Jordan Siebatcheu,F,26,"6'2""",185 lbs
United states,Mason Toye,F,23,"6'3""",180 lbs
United states,Tim Weah,F,22,"6'0""",145 lbs
United states,Timothy Weah,F,22,-,-
United states,Gyasi Zardes,F,31,"6'2""",174 lbs
Uruguay,Fernando Muslera,G,36,"6'2""",187 lbs
Uruguay,Sergio Rochet,G,29,"6'2""",180 lbs
Uruguay,Sebastian Sosa,G,36,"6'0""",169 lbs
Uruguay,Ronald Araujo,D,23,"6'2""",174 lbs
Uruguay,Martin Caceres,D,35,"5'10""",169 lbs
Uruguay,Sebastian Coates,D,32,"6'3""",202 lbs
Uruguay,Jose Maria Gimenez,D,27,"6'0""",176 lbs
Uruguay,Diego Godin,D,36,"6'1""",176 lbs
Uruguay,Alan Matturro,D,18,"6'2""",-
Uruguay,Mathias Olivera,D,24,"5'8""",171 lbs
Uruguay,Damian Suarez,D,34,"5'7""",134 lbs
Uruguay,Guillermo Varela,D,29,"5'8""",154 lbs
Uruguay,Matias Vina,D,24,"5'9""",154 lbs
Uruguay,Mauro Arambarri,M,27,"5'8""",163 lbs
Uruguay,Agustin Canobbio,M,24,"5'8""",165 lbs
Uruguay,Giorgian De Arrascaeta,M,28,"5'8""",160 lbs
Uruguay,Nicolás De La Cruz,M,25,"5'5""",154 lbs
Uruguay,Fernando Gorriaran,M,27,"5'6""",149 lbs
Uruguay,Facundo Pellistri,M,20,"5'8""",143 lbs
Uruguay,Lucas Torreira,M,26,"5'5""",143 lbs
Uruguay,Manuel Ugarte,M,21,"5'9""",-
Uruguay,Federico Valverde,M,24,"5'11""",171 lbs
Uruguay,Matias Vecino,M,31,"6'1""",176 lbs
Uruguay,Edinson Cavani,F,35,"6'0""",156 lbs
Uruguay,Maxi Gomez,F,26,"6'1""",200 lbs
Uruguay,Darwin Nunez,F,23,"6'1""",174 lbs
Uruguay,Diego Rossi,F,24,"5'6""",145 lbs
Uruguay,Augusto Scarone,F,18,"5'6""",-
Wales,Wayne Hennessey,G,35,"6'5""",198 lbs
Wales,Tom King,G,27,"6'1""",176 lbs
Wales,Danny Ward,G,29,"6'3""",194 lbs
Wales,Ben Cabango,D,22,"6'2""",-
Wales,Chris Gunter,D,33,"5'10""",156 lbs
Wales,Chris Mepham,D,24,"6'3""",185 lbs
Wales,Rhys Norrington-Davies,D,23,"5'11""",149 lbs
Wales,Connor Roberts,D,27,"6'2""",216 lbs
Wales,Joe Rodon,D,24,"6'3""",167 lbs
Wales,Neco Williams,D,21,"6'0""",167 lbs
Wales,Daniel James,M,24,"5'7""",167 lbs
Wales,Jordan James,M,18,-,-
Wales,Brennan Johnson,M,21,"5'10""",-
Wales,Dylan Levitt,M,21,"5'10""",156 lbs
Wales,Joe Morrell,M,25,"6'0""",165 lbs
Wales,Matt Smith,M,22,-,-
Wales,Jonathan Williams,M,29,"5'6""",132 lbs
Wales,Gareth Bale,F,33,"6'0""",180 lbs
Wales,Wes Burns,F,27,"5'8""",149 lbs
Wales,Rubin Colwill,F,20,-,-
Wales,Mark Thomas Harris,F,23,-,-
Wales,Kieffer Moore,F,30,"6'5""",182 lbs
Wales,Tyler Roberts,F,23,"5'10""",165 lbs
Wales,Sorba Thomas,F,23,"6'0""",-
